Product,UserId,Duration(ms)
"Carmine Red Leather jackets [L]","0x590f259669",36277
"Light Apricot Bra [S]","0x3d84ac2e4a",5606
"Green (Color Wheel) (X11 Green) Shorts [M]","0x1c578e961e",19094
"Old Gold Hat [L]","0x692f84749c",5180
"Scarlet (Crayola) Cap [M]","0x1edd2e7320",11233
"Tickle Me Pink Socks [L]","0x2eb1162b3a",8657
"Carmine Red Leather jackets [L]","0xd46b12b7e0",5012
"Old Gold Hat [L]","0x316c1dfa74",7915
"Light Goldenrod Yellow Jeans [S]","0x7cda9e35ab",29176
"Lavender Mist Sunglasses [M]","0x3fb8dd9e84",30939
"Azure Mist/Web High heels [S]","0xa0a7c0e74d",10414
"Tickle Me Pink Socks [L]","0x24d7b5d164",6431
"Cerulean Frost Polo shirt [M]","0xccf0d189cc",5103
"Granny Smith Apple Jeans [S]","0xdcea2e99b8",16591
"Cornflower Blue Shoes [S]","0x3fb8dd9e84",27202
"Atomic Tangerine Socks [M]","0x746be19aef",6458
"Air Force Blue (Raf) High heels [M]","0xc3abeb67b1",5211
"Mango Tango Coat [S]","0xe3c7c7613e",12474
"Cream High heels [M]","0xb9e50e3aa",11926
"Fallow T-shirt [S]","0xb884d24166",5217
"Green (Color Wheel) (X11 Green) Shorts [M]","0x43377a4652",14574
"Old Gold Hat [L]","0x40d67ca4a7",5706
"Deep Chestnut Leather jackets [L]","0xb9e50e3aa",44178
"Ultramarine Shorts [S]","0xaed507123e",7032
"Light Goldenrod Yellow Jeans [S]","0x26d9465a70",5191
"Topaz Jeans [S]","0x26d9465a70",10343
"Light Goldenrod Yellow Jeans [S]","0x40955b1568",8968
"Tickle Me Pink Socks [L]","0x3ea9c4a81",14707
"Vivid Violet Shoes [S]","0xb95b313779",47059
"Yellow (Process) Swimsuit [S]","0x3fb8dd9e84",48276
"Hunter Green Bra [S]","0x533a2ed769",13879
"Ginger Shirt [M]","0x8c6f510e47",28207
"Yellow (Process) Swimsuit [S]","0x112c6654b1",9918
"Ultramarine Shorts [S]","0xe3c7c7613e",9560
"Brilliant Rose Polo shirt [M]","0xa998c7cae0",17508
"Ecru Flip-flops [L]","0x6789ff2353",13506
"Pakistan Green Scarf [S]","0x385c1a42f6",5222
"Granny Smith Apple Jeans [S]","0x62f7d7cab",17623
"Cornflower Blue Shoes [S]","0x2c7b4be6cc",10591
"Tickle Me Pink Socks [L]","0x6789ff2353",19738
"Vivid Violet Shoes [S]","0x13cf6e7e35",8391
"Cornflower Blue Shoes [S]","0xfa2fe41240",10500
"Ecru Flip-flops [L]","0x6705d09b4a",9540
"Dandelion Shirt [M]","0x4e05aababa",5160
"Cornflower Blue Shoes [S]","0x2c7b4be6cc",23625
"Trolley Grey Socks [M]","0x1be065eee6",11918
"Ginger Shirt [M]","0x14eb7643da",16612
"Azure Mist/Web High heels [S]","0x18e5f64793",10500
"Vivid Violet Shoes [S]","0xa1a48df307",11735
"Tickle Me Pink Socks [L]","0x40d67ca4a7",5731
"Rubine Red Shorts [L]","0xcfe7207bd7",7681
"Light Red Ochre Leather jackets [M]","0x1edd2e7320",11408
"Medium Candy Apple Red Shorts [S]","0x33c8de1491",11120
"Trolley Grey Socks [M]","0x4d984949ee",8864
"Lavender Mist Sunglasses [M]","0x1315c30dc1",24226
"Old Gold Hat [L]","0x1be065eee6",6943
"Lavender Mist Sunglasses [M]","0xbb8ddd325e",6494
"Baby Blue Jeans [M]","0x409c53ad0c",7666
"Beige Hat [L]","0xd46b12b7e0",16815
"Trolley Grey Socks [M]","0x6705d09b4a",5039
"Topaz Jeans [S]","0xdcea2e99b8",28467
"Vivid Violet Shoes [S]","0x2eb1162b3a",8169
"Old Gold Hat [L]","0x692f84749c",5252
"Rubine Red T-shirt [M]","0x24d7b5d164",9091
"Cerulean Frost Polo shirt [M]","0xbfb2bac13f",45325
"Vivid Violet Shoes [S]","0x40d67ca4a7",5640
"Scarlet (Crayola) Cap [M]","0x1c578e961e",17313
"Non-Photo Blue Skirt [L]","0x2cd4327bcd",21519
"Cream High heels [M]","0xb9e50e3aa",6167
"Hunter Green Bra [S]","0x385c1a42f6",10150
"Tickle Me Pink Socks [L]","0x59b7462026",38873
"Cornflower Blue Shoes [S]","0xca83d71e1e",45412
"Aurometalsaurus Cap [S]","0x4d984949ee",9493
"Pink Pearl T-shirt [M]","0x2eb1162b3a",11389
"Granny Smith Apple Jeans [S]","0x33c8de1491",20933
"Turquoise Blue Jacket [L]","0x1e1ffda81",5380
"Lavender Mist Sunglasses [M]","0xb6697e4b63",11072
"Cornflower Blue Shoes [S]","0xb07bcd0ab5",7286
"Non-Photo Blue Skirt [L]","0x409c53ad0c",14611
"Fallow T-shirt [S]","0x194293453a",10490
"Light Apricot Bra [S]","0xc7454330e0",7672
"Rubine Red Shorts [L]","0xa813b71317",12088
"Azure Mist/Web High heels [S]","0x7961d2a0ae",5367
"Cyan (Process) Hat [M]","0x6705d09b4a",10399
"Pakistan Green Scarf [S]","0xb95b313779",15101
"Pale Silver Polo shirt [M]","0x1edd2e7320",15080
"Yellow (Process) Swimsuit [S]","0xbb8ddd325e",30122
"Topaz Jeans [S]","0x409c53ad0c",6790
"Azure Mist/Web High heels [S]","0x18995d6955",10122
"Old Gold Hat [L]","0x1c7b5c9a0a",10451
"Deep Chestnut Leather jackets [L]","0xa7aa095ae7",9537
"Medium Candy Apple Red Dress [S]","0x2c7b4be6cc",5040
"Azure Mist/Web High heels [S]","0xc7454330e0",40994
"Aurometalsaurus Cap [S]","0xb95b313779",10446
"Green (Color Wheel) (X11 Green) Shorts [M]","0x1e0a7a6b46",20795
"Ultramarine Shorts [S]","0xe3c7c7613e",10663
"Ginger Shirt [M]","0xa1a48df307",5053
"Deep Chestnut Leather jackets [L]","0xced717d556",11766
"Old Gold Hat [L]","0xebbc30a9d8",5353
"Yellow (Process) Swimsuit [S]","0x7be7c018d6",12638
"Old Gold Hat [L]","0x194293453a",8323
"Pink Pearl T-shirt [M]","0xcfe7207bd7",25449
"Rubine Red Shorts [L]","0x2c7b4be6cc",18717
"Fallow T-shirt [S]","0xd6aed59e6f",17160
"Dark Pastel Blue Skirt [M]","0x24d7b5d164",11322
"Antique White Flip-flops [S]","0xe80f347b9f",9308
"Medium Candy Apple Red Dress [S]","0x62f7d7cab",6443
"Trolley Grey Socks [M]","0xea4df8d7d3",13719
"Light Red Ochre Leather jackets [M]","0x32e8beef5c",25073
"Deep Chestnut Leather jackets [L]","0x43377a4652",7619
"Granny Smith Apple Jeans [S]","0x24d7b5d164",18415
"Antique White Flip-flops [S]","0xaed507123e",10642
"Light Apricot Bra [S]","0x4d984949ee",6025
"Gray (X11 Gray) Long coat [L]","0x692f84749c",98392
"Medium Candy Apple Red Shorts [S]","0xcb93639376",14475
"Mango Tango Coat [S]","0xcb93639376",19661
"Trolley Grey Socks [M]","0x33c8de1491",13637
"Rubine Red T-shirt [M]","0x1edd2e7320",5089
"Pink Pearl T-shirt [M]","0xe3c7c7613e",7099
"Ginger Shirt [M]","0x14b0763525",7540
"Medium Candy Apple Red Dress [S]","0x3fb8dd9e84",12687
"Brilliant Rose Polo shirt [M]","0x14eb7643da",5393
"Light Apricot Bra [S]","0x2cd4327bcd",10955
"Ginger Shirt [M]","0x62f7d7cab",25718
"Pink Pearl T-shirt [M]","0xd46b12b7e0",16776
"Cream High heels [M]","0x26d9465a70",56028
"Vivid Violet Shoes [S]","0x1aa5e95933",18173
"Azure Mist/Web High heels [S]","0xea4df8d7d3",5671
"Ultramarine Shorts [S]","0x18e5f64793",9994
"Old Gold Hat [L]","0xced717d556",18239
"Pakistan Green Scarf [S]","0x3fb8dd9e84",9737
"Pakistan Green Scarf [S]","0x17896fd68d",16754
"Aurometalsaurus Cap [S]","0xc5735dc397",7034
"Aurometalsaurus Cap [S]","0x692f84749c",5655
"Pink Pearl T-shirt [M]","0xcfe7207bd7",11152
"Fallow T-shirt [S]","0xa0a7c0e74d",19456
"Scarlet (Crayola) Cap [M]","0xa7aa095ae7",12199
"Puce Flip-flops [S]","0xa998c7cae0",8126
"Yellow (Process) Swimsuit [S]","0x2a4da25684",6950
"Verdigris Jacket [L]","0x40955b1568",5367
"Ecru Flip-flops [L]","0xd6a3bf8fe1",5010
"Lavender Mist Sunglasses [M]","0xa998c7cae0",18429
"Light Apricot Bra [S]","0x74124d53c6",14798
"Non-Photo Blue Skirt [L]","0x40955b1568",16455
"Puce Flip-flops [S]","0x33c8de1491",14807
"Trolley Grey Hoodies [M]","0xb98f8a7191",15370
"Pink Pearl T-shirt [M]","0x4e05aababa",5020
"Hunter Green Bra [S]","0x32e8beef5c",6632
"Yellow (Ncs) Shirt [M]","0xe3c7c7613e",5190
"Turquoise Blue Jacket [L]","0x316c1dfa74",10316
"Cyan (Process) Hat [M]","0x4e05aababa",12614
"Turquoise Blue Jacket [L]","0x7961d2a0ae",62926
"Trolley Grey Hoodies [M]","0x3d84ac2e4a",9894
"Pale Silver Polo shirt [M]","0xbfb2bac13f",5485
"Pale Silver Polo shirt [M]","0x14b0763525",5091
"Baby Blue Jeans [M]","0x14eb7643da",13703
"Scarlet (Crayola) Cap [M]","0xb9e50e3aa",5016
"Deep Chestnut Leather jackets [L]","0x1c578e961e",29291
"Old Gold Hat [L]","0x7961d2a0ae",11816
"Mango Tango Coat [S]","0x26d9465a70",31790
"Cornflower Blue Shoes [S]","0x43377a4652",8850
"Ecru Flip-flops [L]","0x8c6f510e47",8139
"Air Force Blue (Raf) High heels [M]","0x385c1a42f6",11411
"Beige Hat [L]","0xf13b31b45a",6226
"Hunter Green Bra [S]","0xf1961c2470",9412
"Hunter Green Bra [S]","0x1aa5e95933",5085
"Scarlet (Crayola) Cap [M]","0x74124d53c6",5175
"Cornflower Blue Shoes [S]","0x6789ff2353",11375
"Yellow (Process) Swimsuit [S]","0xc3ace09bc5",13796
"Atomic Tangerine Socks [M]","0xc5735dc397",16654
"Ginger Shirt [M]","0x6705d09b4a",59604
"Rubine Red T-shirt [M]","0x7961d2a0ae",5281
"Cream High heels [M]","0xefcd167ea9",13115
"Green (Color Wheel) (X11 Green) Shorts [M]","0x533a2ed769",20381
"Yellow (Process) Swimsuit [S]","0xbcfb0b65a2",7277
"Hunter Green Bra [S]","0xc3ace09bc5",5149
"Mango Tango Coat [S]","0xca83d71e1e",7662
"Light Red Ochre Leather jackets [M]","0xf13b31b45a",16865
"Cyan (Process) Hat [M]","0x7cda9e35ab",5628
"Lavender Mist Sunglasses [M]","0xc7454330e0",62216
"Mango Tango Coat [S]","0xb07bcd0ab5",6624
"Fallow T-shirt [S]","0xd6aed59e6f",5046
"Trolley Grey Socks [M]","0xd46b12b7e0",7182
"Non-Photo Blue Skirt [L]","0x112c6654b1",9182
"Scarlet (Crayola) Cap [M]","0x62f7d7cab",8068
"Tickle Me Pink Socks [L]","0xf1961c2470",6912
"Antique White Flip-flops [S]","0xb98f8a7191",47909
"Light Red Ochre Leather jackets [M]","0xb98f8a7191",14225
"Baby Blue Jeans [M]","0x1e0a7a6b46",5062
"Light Goldenrod Yellow Jeans [S]","0x316c1dfa74",5360
"Yellow (Process) Swimsuit [S]","0xb884d24166",14918
"Dark Pastel Blue Skirt [M]","0x2eb1162b3a",13646
"Dark Pastel Blue Skirt [M]","0x14eb7643da",17961
"Puce Flip-flops [S]","0x1edd2e7320",21488
"Medium Candy Apple Red Shorts [S]","0x1e1ffda81",12645
"Brilliant Rose Polo shirt [M]","0x2a4da25684",11344
"Pakistan Green Scarf [S]","0x40d67ca4a7",7409
"Trolley Grey Socks [M]","0xe3c7c7613e",9047
"Topaz Jeans [S]","0xccf0d189cc",21013
"Brilliant Rose Polo shirt [M]","0xa6624e100c",28736
"Deep Chestnut Leather jackets [L]","0xd5280739ad",5055
"Atomic Tangerine Socks [M]","0x59b7462026",17263
"Pakistan Green Scarf [S]","0xbfb2bac13f",22438
"Pale Silver Polo shirt [M]","0x40d67ca4a7",22684
"Lavender Mist Sunglasses [M]","0x53b70e5082",28432
"Light Apricot Bra [S]","0x1edd2e7320",13540
"Brilliant Rose Polo shirt [M]","0xccf0d189cc",10498
"Carmine Red Leather jackets [L]","0xc5735dc397",9424
"Dandelion Shirt [M]","0xcf0b4b1381",6022
"Light Apricot Bra [S]","0x40955b1568",25347
"Lavender Mist Sunglasses [M]","0xb9e50e3aa",14930
"Lavender Mist Sunglasses [M]","0xa998c7cae0",50842
"Yellow (Ncs) Shirt [M]","0x97941afa36",15994
"Beige Hat [L]","0xe34a3c7e34",9835
"Tickle Me Pink Socks [L]","0xdcea2e99b8",5185
"Vivid Violet Shoes [S]","0xb884d24166",8659
"Fallow T-shirt [S]","0x14b0763525",81161
"Yellow (Process) Swimsuit [S]","0x194293453a",9122
"Carmine Red Leather jackets [L]","0xd46b12b7e0",40054
"Fallow T-shirt [S]","0xd5280739ad",7133
"Ultramarine Shorts [S]","0x2c7b4be6cc",8276
"Medium Candy Apple Red Dress [S]","0xbfb2bac13f",11693
"Rubine Red T-shirt [M]","0xb6697e4b63",7942
"Cornflower Blue Shoes [S]","0xc3ace09bc5",9027
"Mango Tango Coat [S]","0x1be065eee6",14730
"Topaz Jeans [S]","0xb95b313779",5156
"Trolley Grey Socks [M]","0xefcd167ea9",97558
"Pakistan Green Scarf [S]","0xa813b71317",47057
"Gray (X11 Gray) Long coat [L]","0x24d7b5d164",9129
"Pakistan Green Scarf [S]","0x43377a4652",33747
"Mango Tango Coat [S]","0xb98f8a7191",5185
"Air Force Blue (Raf) High heels [M]","0xeecfc74a5",32386
"Green (Color Wheel) (X11 Green) Shorts [M]","0x18e5f64793",14717
"Green (Color Wheel) (X11 Green) Shorts [M]","0xced717d556",9428
"Puce Flip-flops [S]","0xb9e50e3aa",6629
"Trolley Grey Socks [M]","0xbcfb0b65a2",44905
"Dark Pastel Blue Skirt [M]","0xfc541578e",10390
"Ginger Shirt [M]","0xa998c7cae0",15622
"Cream High heels [M]","0x3d84ac2e4a",13250
"Atomic Tangerine Socks [M]","0xcfe7207bd7",6067
"Pale Silver Polo shirt [M]","0xc5735dc397",8474
"Lavender Mist Sunglasses [M]","0xccf0d189cc",15545
"Aurometalsaurus Cap [S]","0xb884d24166",42619
"Beige Hat [L]","0x1c7b5c9a0a",5955
"Ginger Shirt [M]","0x1e0a7a6b46",66483
"Beige Hat [L]","0xb07bcd0ab5",7346
"Fallow T-shirt [S]","0xd6aed59e6f",6703
"Mango Tango Coat [S]","0xa7aa095ae7",5836
"Pale Silver Polo shirt [M]","0xcfe7207bd7",30757
"Light Goldenrod Yellow Jeans [S]","0xa1a48df307",22143
"Green (Color Wheel) (X11 Green) Shorts [M]","0xd5280739ad",6257
"Carmine Red Leather jackets [L]","0xd6aed59e6f",14489
"Pink Pearl T-shirt [M]","0x14eb7643da",5008
"Cornflower Blue Shoes [S]","0xb98f8a7191",13287
"Cream High heels [M]","0x1c7b5c9a0a",8299
"Cream High heels [M]","0x1315c30dc1",5028
"Pakistan Green Scarf [S]","0x7be7c018d6",16302
"Ultramarine Shorts [S]","0xe34a3c7e34",15456
"Cornflower Blue Shoes [S]","0x14eb7643da",19244
"Yellow (Ncs) Shirt [M]","0xa0a7c0e74d",6834
"Beige Hat [L]","0x17896fd68d",7951
"Pink Pearl T-shirt [M]","0xd6aed59e6f",5171
"Cream High heels [M]","0x533a2ed769",9230
"Cream High heels [M]","0xbcfb0b65a2",15007
"Cyan (Process) Hat [M]","0xaed507123e",16490
"Mango Tango Coat [S]","0x53b70e5082",45957
"Medium Candy Apple Red Dress [S]","0x409c53ad0c",37922
"Medium Candy Apple Red Dress [S]","0x3ea9c4a81",13034
"Ecru Flip-flops [L]","0x112c6654b1",50210
"Vivid Violet Shoes [S]","0xb95b313779",5001
"Cerulean Frost Polo shirt [M]","0xf13b31b45a",34832
"Pakistan Green Scarf [S]","0xb95b313779",21733
"Antique White Flip-flops [S]","0xa73607a596",11200
"Atomic Tangerine Socks [M]","0xa73607a596",5875
"Mango Tango Coat [S]","0x1315c30dc1",5002
"Puce Flip-flops [S]","0x43e9a2be61",12509
"Topaz Jeans [S]","0x14b0763525",8648
"Rubine Red T-shirt [M]","0xd46b12b7e0",26219
"Pink Pearl T-shirt [M]","0x2a4da25684",5214
"Antique White Flip-flops [S]","0x316c1dfa74",6605
"Dandelion Shirt [M]","0x1315c30dc1",8156
"Yellow (Process) Swimsuit [S]","0x2a4da25684",5962
"Light Apricot Bra [S]","0x24d7b5d164",36850
"Cornflower Blue Shoes [S]","0xe3c7c7613e",54619
"Cornflower Blue Shoes [S]","0xbb8ddd325e",8734
"Non-Photo Blue Skirt [L]","0x18995d6955",5951
"Granny Smith Apple Jeans [S]","0x74124d53c6",5799
"Cream High heels [M]","0xfa2fe41240",14761
"Ecru Flip-flops [L]","0x3d84ac2e4a",33163
"Azure Mist/Web High heels [S]","0x316c1dfa74",9803
"Beige Hat [L]","0x33c8de1491",15858
"Fallow T-shirt [S]","0x24d7b5d164",16719
"Green (Color Wheel) (X11 Green) Shorts [M]","0xf1961c2470",78645
"Mango Tango Coat [S]","0xca83d71e1e",21050
"Atomic Tangerine Socks [M]","0x316c1dfa74",6475
"Aurometalsaurus Cap [S]","0xb95b313779",10766
"Pakistan Green Scarf [S]","0x8c6f510e47",9093
"Cream High heels [M]","0x7961d2a0ae",9394
"Pale Carmine Jacket [L]","0x8d1baf147e",11050
"Medium Candy Apple Red Dress [S]","0xefcd167ea9",8779
"Deep Chestnut Leather jackets [L]","0x1edd2e7320",27023
"Rubine Red Shorts [L]","0xf13b31b45a",5068
"Ginger Shirt [M]","0xd46b12b7e0",13203
"Cerulean Frost Polo shirt [M]","0xefcd167ea9",7923
"Light Red Ochre Leather jackets [M]","0x53b70e5082",8969
"Granny Smith Apple Jeans [S]","0x409c53ad0c",6015
"Aurometalsaurus Cap [S]","0xdcea2e99b8",25980
"Pink Pearl T-shirt [M]","0xcf0b4b1381",10743
"Carmine Red Leather jackets [L]","0x18995d6955",6030
"Ecru Flip-flops [L]","0xe34a3c7e34",6660
"Puce Flip-flops [S]","0xd46b12b7e0",29640
"Pakistan Green Scarf [S]","0x1aa5e95933",5890
"Ecru Flip-flops [L]","0x1315c30dc1",51980
"Baby Blue Jeans [M]","0xd6aed59e6f",5033
"Scarlet (Crayola) Cap [M]","0x17896fd68d",5772
"Scarlet (Crayola) Cap [M]","0x2a4da25684",5171
"Light Goldenrod Yellow Jeans [S]","0xa813b71317",8420
"Trolley Grey Hoodies [M]","0xe34a3c7e34",74218
"Antique White Flip-flops [S]","0xdcea2e99b8",25388
"Dandelion Shirt [M]","0xbfb2bac13f",5182
"Rubine Red Shorts [L]","0xa7aa095ae7",14458
"Medium Candy Apple Red Dress [S]","0xb884d24166",9396
"Turquoise Blue Jacket [L]","0x1e0a7a6b46",6046
"Topaz Jeans [S]","0xfa2fe41240",34518
"Tickle Me Pink Socks [L]","0xd5280739ad",5120
"Ultramarine Shorts [S]","0xb95b313779",5354
"Beige Hat [L]","0xb884d24166",5043
"Azure Mist/Web High heels [S]","0x1edd2e7320",5728
"Medium Candy Apple Red Dress [S]","0x4d984949ee",17079
"Fallow T-shirt [S]","0xfc541578e",9622
"Air Force Blue (Raf) High heels [M]","0x7cda9e35ab",56366
"Beige Hat [L]","0xf1961c2470",5411
"Cream High heels [M]","0x24d7b5d164",19485
"Yellow (Ncs) Shirt [M]","0xd5280739ad",15181
"Medium Candy Apple Red Dress [S]","0xfa2fe41240",10393
"Rubine Red T-shirt [M]","0xd6aed59e6f",17219
"Gray (X11 Gray) Long coat [L]","0x14b0763525",38724
"Aurometalsaurus Cap [S]","0xfa2fe41240",30574
"Cerulean Frost Polo shirt [M]","0x13cf6e7e35",9398
"Pink Pearl T-shirt [M]","0x316c1dfa74",34726
"Tickle Me Pink Socks [L]","0x14eb7643da",11651
"Rubine Red T-shirt [M]","0xb6697e4b63",15098
"Dandelion Shirt [M]","0x2c7b4be6cc",9735
"Mango Tango Coat [S]","0xd5280739ad",7575
"Beige Hat [L]","0xd46b12b7e0",11985
"Lavender Mist Sunglasses [M]","0x316c1dfa74",11363
"Antique White Flip-flops [S]","0x409c53ad0c",6172
"Azure Mist/Web High heels [S]","0xf1961c2470",17954
"Scarlet (Crayola) Cap [M]","0xd6a3bf8fe1",38764
"Air Force Blue (Raf) High heels [M]","0x40955b1568",8192
"Puce Flip-flops [S]","0x8c6f510e47",31867
"Gray (X11 Gray) Long coat [L]","0x14b0763525",43854
"Cream High heels [M]","0x4d984949ee",6272
"Carmine Red Leather jackets [L]","0x33c8de1491",25592
"Non-Photo Blue Skirt [L]","0xbfb2bac13f",6018
"Fallow T-shirt [S]","0x3fb8dd9e84",19664
"Beige Hat [L]","0x17896fd68d",5493
"Light Apricot Bra [S]","0x1e0a7a6b46",23060
"Hunter Green Bra [S]","0x385c1a42f6",5722
"Light Red Ochre Leather jackets [M]","0xd5280739ad",5458
"Verdigris Jacket [L]","0x1e1ffda81",12217
"Ecru Flip-flops [L]","0x3d84ac2e4a",11264
"Yellow (Process) Swimsuit [S]","0x40955b1568",12211
"Tickle Me Pink Socks [L]","0x14b0763525",9306
"Azure Mist/Web High heels [S]","0xeecfc74a5",21474
"Lavender Mist Sunglasses [M]","0x2c7b4be6cc",6089
"Beige Hat [L]","0xccf0d189cc",9026
"Vivid Violet Shoes [S]","0x33c8de1491",10052
"Rubine Red Shorts [L]","0x7cda9e35ab",5403
"Cream High heels [M]","0x17896fd68d",11170
"Yellow (Process) Swimsuit [S]","0xa813b71317",37486
"Scarlet (Crayola) Cap [M]","0xfa2fe41240",21861
"Hunter Green Bra [S]","0x4d984949ee",126790
"Pakistan Green Scarf [S]","0xe3c7c7613e",26777
"Dandelion Shirt [M]","0xd6aed59e6f",43502
"Baby Blue Jeans [M]","0x2cd4327bcd",31705
"Deep Chestnut Leather jackets [L]","0x194293453a",17693
"Yellow (Ncs) Shirt [M]","0xcfe7207bd7",5545
"Granny Smith Apple Jeans [S]","0xaed507123e",86489
"Medium Candy Apple Red Shorts [S]","0x2108b0d25e",25962
"Pink Pearl T-shirt [M]","0x32e8beef5c",80910
"Trolley Grey Socks [M]","0x40d67ca4a7",37114
"Ginger Shirt [M]","0xc3abeb67b1",32272
"Antique White Flip-flops [S]","0xebbc30a9d8",5277
"Ultramarine Shorts [S]","0xfc541578e",8825
"Pale Silver Polo shirt [M]","0x3ea9c4a81",20776
"Verdigris Jacket [L]","0x40955b1568",116219
"Trolley Grey Hoodies [M]","0xc7454330e0",27586
"Granny Smith Apple Jeans [S]","0x409c53ad0c",18214
"Atomic Tangerine Socks [M]","0xf1961c2470",14583
"Medium Candy Apple Red Shorts [S]","0xa813b71317",20217
"Ecru Flip-flops [L]","0x2a4da25684",8679
"Cornflower Blue Shoes [S]","0xd6a3bf8fe1",7917
"Ecru Flip-flops [L]","0xc7454330e0",6558
"Atomic Tangerine Socks [M]","0xb95b313779",57913
"Puce Flip-flops [S]","0x33c8de1491",8781
"Old Gold Hat [L]","0xbfb2bac13f",13989
"Ultramarine Shorts [S]","0xf1961c2470",7338
"Mango Tango Coat [S]","0xca03f549c",13757
"Granny Smith Apple Jeans [S]","0xa0a7c0e74d",29021
"Dark Pastel Blue Skirt [M]","0x33c8de1491",6610
"Light Apricot Bra [S]","0xeecfc74a5",12735
"Pink Pearl T-shirt [M]","0x1c578e961e",7710
"Pale Silver Polo shirt [M]","0x4e05aababa",36928
"Cerulean Frost Polo shirt [M]","0xd6a3bf8fe1",18496
"Ecru Flip-flops [L]","0xca03f549c",8841
"Gray (X11 Gray) Long coat [L]","0xb07bcd0ab5",5371
