Product,UserId,Duration(ms)
"Baby Blue Jeans [M]","0xc58863c512",12121
"Yellow (Process) Swimsuit [S]","0x4244fec89b",15399
"Pink Pearl T-shirt [M]","0xfcb8bc28ef",7468
"Trolley Grey Socks [M]","0x812469163",16892
"Gray (X11 Gray) Long coat [L]","0x2a95f022e9",13267
"Verdigris Jacket [L]","0xacad852b6f",14089
"Cornflower Blue Shoes [S]","0x545d080a0d",7801
"Trolley Grey Socks [M]","0x1544b518f6",17368
"Turquoise Blue Jacket [L]","0xa5ed7a29e5",9842
"Non-Photo Blue Skirt [L]","0x4625948e95",12248
"Cornflower Blue Shoes [S]","0x243d028e79",15997
"Tickle Me Pink Socks [L]","0xc35e4d5eab",11929
"Old Gold Hat [L]","0xfcdb4c2ea",14433
"Granny Smith Apple Jeans [S]","0xc5ef680124",10619
"Trolley Grey Hoodies [M]","0x2d7f7a993c",14017
"Cream High heels [M]","0xcb981eb590",14679
"Puce Flip-flops [S]","0xc5ef680124",16077
"Puce Flip-flops [S]","0x7b4725efce",12913
"Mango Tango Coat [S]","0x35424fcab9",9195
"Deep Chestnut Leather jackets [L]","0xf27a92d6dc",8787
"Ultramarine Shorts [S]","0xc58863c512",11325
"Rubine Red Shorts [L]","0xbeeaac6579",18609
"Deep Chestnut Leather jackets [L]","0x3d53d2270e",27861
"Dandelion Shirt [M]","0x4244fec89b",12685
"Brilliant Rose Polo shirt [M]","0x4244fec89b",20887
"Turquoise Blue Jacket [L]","0xd366ca8c63",20296
"Topaz Jeans [S]","0x829b14761a",5300
"Antique White Flip-flops [S]","0xcbaf86f2ca",15701
"Atomic Tangerine Socks [M]","0xa1d475ef8d",22339
"Ecru Flip-flops [L]","0x8c1edf03d6",7744
"Verdigris Jacket [L]","0xf6ab56c3a3",17401
"Light Goldenrod Yellow Jeans [S]","0xfcdb4c2ea",10000
"Puce Flip-flops [S]","0x4244fec89b",21513
"Lavender Mist Sunglasses [M]","0x2c20ebfc6a",16996
"Cornflower Blue Shoes [S]","0xbb5d6e2d27",19386
"Yellow (Ncs) Shirt [M]","0x7b4725efce",22519
"Atomic Tangerine Socks [M]","0x829b14761a",18713
"Carmine Red Leather jackets [L]","0x7295e843ea",14023
"Topaz Jeans [S]","0x62e14abc65",15077
"Turquoise Blue Jacket [L]","0x31a1b97748",21789
"Gray (X11 Gray) Long coat [L]","0x26be8faeb2",18150
"Cream High heels [M]","0x88bef2b6ba",4717
"Hunter Green Bra [S]","0xcb981eb590",15633
"Old Gold Hat [L]","0xc722636db2",12945
"Mango Tango Coat [S]","0xfbb43ee0cd",1602
"Cream High heels [M]","0xd4e9dc7929",19329
"Baby Blue Jeans [M]","0xbd7d5311f1",14223
"Deep Chestnut Leather jackets [L]","0x4c019d914",13931
"Non-Photo Blue Skirt [L]","0x2195dea132",18679
"Light Apricot Bra [S]","0x4c019d914",2785
"Vivid Violet Shoes [S]","0x11356c032f",3556
"Brilliant Rose Polo shirt [M]","0xbe61835345",17384
"Trolley Grey Hoodies [M]","0x88bef2b6ba",14594
"Mango Tango Coat [S]","0xddd6d1120d",19617
"Deep Chestnut Leather jackets [L]","0x393d12ba8e",14619
"Lavender Mist Sunglasses [M]","0x760fa59fe3",10515
"Aurometalsaurus Cap [S]","0x69958b0912",17371
"Pakistan Green Scarf [S]","0x70ac01c8fd",16328
"Pink Pearl T-shirt [M]","0x31a1b97748",15461
"Pink Pearl T-shirt [M]","0xbb5d6e2d27",18152
"Atomic Tangerine Socks [M]","0x8aa6158267",17386
"Puce Flip-flops [S]","0x4244fec89b",12575
"Cornflower Blue Shoes [S]","0x1544b518f6",12005
"Gray (X11 Gray) Long coat [L]","0x9d25198dd3",16293
"Old Gold Hat [L]","0x26be8faeb2",11553
"Carmine Red Leather jackets [L]","0x20c5626e0a",14507
"Pale Carmine Jacket [L]","0x5295811ba8",23600
"Puce Flip-flops [S]","0x931e050470",12930
"Vivid Violet Shoes [S]","0x51a86094d1",11603
"Carmine Red Leather jackets [L]","0xf6ab56c3a3",15403
"Light Apricot Bra [S]","0x284cb8989d",16938
"Light Goldenrod Yellow Jeans [S]","0x4c4b1a0220",21207
"Old Gold Hat [L]","0xa630cfa2c3",22505
"Carmine Red Leather jackets [L]","0x2a95f022e9",14530
"Ultramarine Shorts [S]","0x9d25198dd3",22243
"Rubine Red Shorts [L]","0xc5ef680124",19610
"Hunter Green Bra [S]","0xda4094746b",5140
"Trolley Grey Socks [M]","0x1bd792cddf",15774
"Granny Smith Apple Jeans [S]","0x51a86094d1",20761
"Cyan (Process) Hat [M]","0x21e5f4c37e",18220
"Gray (X11 Gray) Long coat [L]","0x11356c032f",15352
"Ginger Shirt [M]","0x9d25198dd3",11486
"Gray (X11 Gray) Long coat [L]","0xd4e9dc7929",17659
"Cornflower Blue Shoes [S]","0x8aa6158267",11823
"Cornflower Blue Shoes [S]","0xcbaf86f2ca",16632
"Pakistan Green Scarf [S]","0x4c4b1a0220",16135
"Cerulean Frost Polo shirt [M]","0x2d7f7a993c",7140
"Green (Color Wheel) (X11 Green) Shorts [M]","0x9d25198dd3",18189
"Cream High heels [M]","0x69958b0912",21584
"Green (Color Wheel) (X11 Green) Shorts [M]","0xb35af711cc",13590
"Air Force Blue (Raf) High heels [M]","0x561cbcfcd8",28826
"Fallow T-shirt [S]","0xc9f90c1f39",10861
"Air Force Blue (Raf) High heels [M]","0x9d25198dd3",19957
"Trolley Grey Socks [M]","0x3d3c93b808",12929
"Medium Candy Apple Red Dress [S]","0x284cb8989d",20389
"Pale Carmine Jacket [L]","0xf6ab56c3a3",22601
"Ginger Shirt [M]","0x2636f9560e",14942
"Atomic Tangerine Socks [M]","0xcb981eb590",8050
"Brilliant Rose Polo shirt [M]","0x592563f83",12966
"Topaz Jeans [S]","0x3d3c93b808",21783
"Scarlet (Crayola) Cap [M]","0x8aa6158267",17022
"Fallow T-shirt [S]","0xf27a92d6dc",14273
"Ecru Flip-flops [L]","0x4e090b3587",19360
"Yellow (Process) Swimsuit [S]","0x1544b518f6",17004
"Yellow (Ncs) Shirt [M]","0xeb4af5a57",14921
"Cerulean Frost Polo shirt [M]","0x6dca13a93",13043
"Pale Silver Polo shirt [M]","0x3d3c93b808",25257
"Yellow (Process) Swimsuit [S]","0x592563f83",10234
"Pale Carmine Jacket [L]","0x545d080a0d",20978
"Ultramarine Shorts [S]","0xcb981eb590",14434
"Ultramarine Shorts [S]","0x26be8faeb2",13306
"Puce Flip-flops [S]","0xbc756acfd",15622
"Light Red Ochre Leather jackets [M]","0x2a95f022e9",10801
"Brilliant Rose Polo shirt [M]","0xe9fc259880",20872
"Puce Flip-flops [S]","0xfcb8bc28ef",17800
"Medium Candy Apple Red Dress [S]","0x2a95f022e9",20837
"Non-Photo Blue Skirt [L]","0x243d028e79",13240
"Green (Color Wheel) (X11 Green) Shorts [M]","0xe9fc259880",16227
"Aurometalsaurus Cap [S]","0xa1d475ef8d",8476
"Aurometalsaurus Cap [S]","0xeb4af5a57",15494
"Rubine Red Shorts [L]","0x7b4725efce",14625
"Topaz Jeans [S]","0xd4e9dc7929",20679
"Cyan (Process) Hat [M]","0x3f64b5d848",18783
"Topaz Jeans [S]","0xc35e4d5eab",3241
"Cream High heels [M]","0x51a86094d1",15713
"Light Red Ochre Leather jackets [M]","0x2195dea132",22358
"Antique White Flip-flops [S]","0xbaa7a1b6f9",5860
"Puce Flip-flops [S]","0x21e5f4c37e",3903
"Brilliant Rose Polo shirt [M]","0x7295e843ea",15369
"Rubine Red Shorts [L]","0x62e14abc65",12344
"Medium Candy Apple Red Shorts [S]","0x301ef9e9c0",14895
"Turquoise Blue Jacket [L]","0xddd6d1120d",15505
"Pakistan Green Scarf [S]","0xd5c3fc9070",15975
"Azure Mist/Web High heels [S]","0x20c5626e0a",14435
"Baby Blue Jeans [M]","0x7b4725efce",6171
"Brilliant Rose Polo shirt [M]","0xa1d475ef8d",15803
"Dandelion Shirt [M]","0x760fa59fe3",22120
"Green (Color Wheel) (X11 Green) Shorts [M]","0x616df2a25a",19350
"Trolley Grey Hoodies [M]","0x393d12ba8e",22832
"Verdigris Jacket [L]","0x2c20ebfc6a",23172
"Tickle Me Pink Socks [L]","0x545d080a0d",7020
"Non-Photo Blue Skirt [L]","0x5b54089954",20936
"Pink Pearl T-shirt [M]","0xd4e9dc7929",20734
"Medium Candy Apple Red Shorts [S]","0x7295e843ea",15409
"Cyan (Process) Hat [M]","0x931e050470",18233
"Deep Chestnut Leather jackets [L]","0x931e050470",16570
"Vivid Violet Shoes [S]","0x92fe67db64",6502
"Light Apricot Bra [S]","0x70ac01c8fd",10493
"Cerulean Frost Polo shirt [M]","0xf27a92d6dc",23670
"Hunter Green Bra [S]","0x62e14abc65",13493
"Baby Blue Jeans [M]","0x7b4725efce",22797
"Ginger Shirt [M]","0x301ef9e9c0",18739
"Topaz Jeans [S]","0xfcb8bc28ef",5595
"Yellow (Process) Swimsuit [S]","0x221c118c66",20744
"Lavender Mist Sunglasses [M]","0xa5ed7a29e5",12164
"Air Force Blue (Raf) High heels [M]","0x31a1b97748",8515
"Pale Carmine Jacket [L]","0xbeeaac6579",17725
"Lavender Mist Sunglasses [M]","0x910cf1dc10",23364
"Aurometalsaurus Cap [S]","0xcb981eb590",9319
"Trolley Grey Socks [M]","0xe9fc259880",12166
"Light Red Ochre Leather jackets [M]","0xd5c3fc9070",9744
"Deep Chestnut Leather jackets [L]","0x69dd547101",11788
"Lavender Mist Sunglasses [M]","0x7295e843ea",17070
"Gray (X11 Gray) Long coat [L]","0x35424fcab9",10806
"Old Gold Hat [L]","0x88bef2b6ba",14811
"Yellow (Process) Swimsuit [S]","0xbd7d5311f1",16450
"Carmine Red Leather jackets [L]","0x301ef9e9c0",10543
"Baby Blue Jeans [M]","0x2a95f022e9",21241
"Cerulean Frost Polo shirt [M]","0x7295e843ea",14707
"Light Apricot Bra [S]","0x545d080a0d",5882
"Rubine Red Shorts [L]","0x393d12ba8e",16417
"Verdigris Jacket [L]","0xc35e4d5eab",18091
"Verdigris Jacket [L]","0xb2e1bfbda0",20463
"Cyan (Process) Hat [M]","0x35424fcab9",23445
"Turquoise Blue Jacket [L]","0xf0f0f06ddf",26388
"Ecru Flip-flops [L]","0x69dd547101",16816
"Cerulean Frost Polo shirt [M]","0xd366ca8c63",13792
"Trolley Grey Socks [M]","0x931e050470",17190
"Tickle Me Pink Socks [L]","0x2a95f022e9",8040
"Pink Pearl T-shirt [M]","0x1901520c15",11794
"Carmine Red Leather jackets [L]","0xa630cfa2c3",26856
"Dandelion Shirt [M]","0x8aa6158267",18058
"Tickle Me Pink Socks [L]","0xd5c3fc9070",18815
"Tickle Me Pink Socks [L]","0x7295e843ea",20375
"Medium Candy Apple Red Shorts [S]","0xb35af711cc",25373
"Granny Smith Apple Jeans [S]","0x69dd547101",13436
"Lavender Mist Sunglasses [M]","0xe4c8827283",9499
"Cyan (Process) Hat [M]","0xfc676dd9c",13814
"Old Gold Hat [L]","0xb6b1b631e7",18558
"Antique White Flip-flops [S]","0xd5c3fc9070",10615
"Cerulean Frost Polo shirt [M]","0x812469163",21215
"Pale Carmine Jacket [L]","0xc5ef680124",12448
"Ginger Shirt [M]","0x6dca13a93",12132
"Pale Carmine Jacket [L]","0xfbb43ee0cd",11692
"Topaz Jeans [S]","0x301ef9e9c0",9280
"Lavender Mist Sunglasses [M]","0xe4c8827283",20693
"Gray (X11 Gray) Long coat [L]","0xb35af711cc",21585
"Cyan (Process) Hat [M]","0x243d028e79",17457
"Cerulean Frost Polo shirt [M]","0x88ab224d21",14189
"Pale Carmine Jacket [L]","0xbd7d5311f1",14845
"Cornflower Blue Shoes [S]","0x301ef9e9c0",13004
"Turquoise Blue Jacket [L]","0x243d028e79",32213
"Air Force Blue (Raf) High heels [M]","0x910cf1dc10",12985
"Vivid Violet Shoes [S]","0xb6b1b631e7",11969
"Atomic Tangerine Socks [M]","0x4625948e95",20474
"Ginger Shirt [M]","0x221c118c66",18896
"Puce Flip-flops [S]","0x26be8faeb2",15851
"Old Gold Hat [L]","0xbd7d5311f1",18252
"Cornflower Blue Shoes [S]","0x20c5626e0a",7630
"Pale Silver Polo shirt [M]","0x4c019d914",11796
"Lavender Mist Sunglasses [M]","0xacad852b6f",19722
"Non-Photo Blue Skirt [L]","0x26be8faeb2",11496
"Baby Blue Jeans [M]","0x88bef2b6ba",12409
"Yellow (Ncs) Shirt [M]","0xddd6d1120d",16418
"Hunter Green Bra [S]","0xfcb8bc28ef",11675
"Rubine Red T-shirt [M]","0x3d3c93b808",19374
"Turquoise Blue Jacket [L]","0xc722636db2",19023
"Light Apricot Bra [S]","0xb6b1b631e7",19899
"Ginger Shirt [M]","0x221c118c66",8241
"Cornflower Blue Shoes [S]","0x21e5f4c37e",15339
"Scarlet (Crayola) Cap [M]","0x62e14abc65",14698
"Cerulean Frost Polo shirt [M]","0x385a3f442d",18131
"Gray (X11 Gray) Long coat [L]","0xa5ed7a29e5",5820
"Ecru Flip-flops [L]","0xfcb8bc28ef",9861
"Aurometalsaurus Cap [S]","0xc58863c512",17527
"Ultramarine Shorts [S]","0x2c20ebfc6a",15479
"Non-Photo Blue Skirt [L]","0x829b14761a",16003
"Yellow (Process) Swimsuit [S]","0x1901520c15",26757
"Atomic Tangerine Socks [M]","0x70ac01c8fd",20603
"Medium Candy Apple Red Dress [S]","0x3d3c93b808",17413
"Light Red Ochre Leather jackets [M]","0xb35af711cc",14461
"Dandelion Shirt [M]","0x28ee102778",12471
"Baby Blue Jeans [M]","0x31a1b97748",14203
"Antique White Flip-flops [S]","0x8c1edf03d6",13124
"Yellow (Ncs) Shirt [M]","0x829b14761a",13727
"Light Red Ochre Leather jackets [M]","0x5b54089954",21028
"Light Goldenrod Yellow Jeans [S]","0x2b7a42b022",16691
"Yellow (Ncs) Shirt [M]","0xf27a92d6dc",13335
"Old Gold Hat [L]","0x11356c032f",11247
"Baby Blue Jeans [M]","0x2c20ebfc6a",16328
"Ginger Shirt [M]","0xbaa7a1b6f9",15848
"Light Red Ochre Leather jackets [M]","0xe4c8827283",16733
"Cornflower Blue Shoes [S]","0x616df2a25a",10214
"Cream High heels [M]","0xa630cfa2c3",18297
"Rubine Red Shorts [L]","0xceb8e2f333",22068
"Dandelion Shirt [M]","0xbeeaac6579",16257
"Trolley Grey Socks [M]","0x2b7a42b022",12566
"Atomic Tangerine Socks [M]","0x20c5626e0a",17516
"Hunter Green Bra [S]","0xc35e4d5eab",22315
"Rubine Red Shorts [L]","0xc9f90c1f39",14008
"Trolley Grey Socks [M]","0x31a1b97748",16178
"Beige Hat [L]","0x3ca5b68d89",17689
"Topaz Jeans [S]","0xf0f0f06ddf",13956
"Granny Smith Apple Jeans [S]","0xeb4af5a57",10996
"Atomic Tangerine Socks [M]","0x545d080a0d",20491
"Aurometalsaurus Cap [S]","0xf0f0f06ddf",7310
"Cream High heels [M]","0x3ca5b68d89",17050
"Dandelion Shirt [M]","0xacad852b6f",17700
"Turquoise Blue Jacket [L]","0xacad852b6f",14316
"Baby Blue Jeans [M]","0xceb8e2f333",17467
"Cream High heels [M]","0xb16cddf23d",14161
"Light Apricot Bra [S]","0x616df2a25a",17982
"Baby Blue Jeans [M]","0xbaa7a1b6f9",16501
"Pale Carmine Jacket [L]","0x88ab224d21",12757
"Fallow T-shirt [S]","0x88bef2b6ba",12129
"Light Goldenrod Yellow Jeans [S]","0x7b4725efce",11878
"Beige Hat [L]","0xc722636db2",10511
"Scarlet (Crayola) Cap [M]","0xa5ed7a29e5",18495
"Non-Photo Blue Skirt [L]","0x3f64b5d848",16523
"Pale Silver Polo shirt [M]","0xacad852b6f",18086
"Hunter Green Bra [S]","0xd366ca8c63",7434
"Light Apricot Bra [S]","0x284cb8989d",21032
"Yellow (Ncs) Shirt [M]","0x4c4b1a0220",18905
"Baby Blue Jeans [M]","0xbaa7a1b6f9",16601
"Cyan (Process) Hat [M]","0xe4c8827283",13703
"Pale Silver Polo shirt [M]","0xda4094746b",12935
"Medium Candy Apple Red Shorts [S]","0x3d53d2270e",9184
"Yellow (Ncs) Shirt [M]","0xfc676dd9c",8244
"Scarlet (Crayola) Cap [M]","0x284cb8989d",20351
"Granny Smith Apple Jeans [S]","0xc9f90c1f39",25772
"Deep Chestnut Leather jackets [L]","0xeb4af5a57",18538
"Atomic Tangerine Socks [M]","0xa630cfa2c3",11222
"Cream High heels [M]","0x829b14761a",18663
"Tickle Me Pink Socks [L]","0xddd6d1120d",16621
"Azure Mist/Web High heels [S]","0x2c20ebfc6a",19626
"Aurometalsaurus Cap [S]","0xe9fc259880",24089
"Old Gold Hat [L]","0x51a86094d1",9221
"Baby Blue Jeans [M]","0x284cb8989d",16516
"Brilliant Rose Polo shirt [M]","0xbeeaac6579",22867
"Green (Color Wheel) (X11 Green) Shorts [M]","0x26be8faeb2",16285
"Yellow (Ncs) Shirt [M]","0x2636f9560e",8361
"Light Red Ochre Leather jackets [M]","0xaa75eff06c",12668
"Azure Mist/Web High heels [S]","0xbb5d6e2d27",7272
"Yellow (Ncs) Shirt [M]","0x2636f9560e",12032
"Puce Flip-flops [S]","0x5295811ba8",22915
"Old Gold Hat [L]","0x20c5626e0a",15112
"Topaz Jeans [S]","0x2c20ebfc6a",17237
"Non-Photo Blue Skirt [L]","0xa1d475ef8d",21170
"Dark Pastel Blue Skirt [M]","0x2c20ebfc6a",22632
"Air Force Blue (Raf) High heels [M]","0xfcb8bc28ef",12080
"Topaz Jeans [S]","0x812469163",10299
"Vivid Violet Shoes [S]","0xcb981eb590",15047
"Topaz Jeans [S]","0xc722636db2",11151
"Dark Pastel Blue Skirt [M]","0x592563f83",13911
"Yellow (Process) Swimsuit [S]","0x28ee102778",10332
"Air Force Blue (Raf) High heels [M]","0xf6ab56c3a3",11850
"Cyan (Process) Hat [M]","0x11356c032f",11552
"Beige Hat [L]","0xbeeaac6579",22034
"Light Red Ochre Leather jackets [M]","0x393d12ba8e",17137
"Dandelion Shirt [M]","0xbb5d6e2d27",20587
"Dandelion Shirt [M]","0x4c019d914",11574
"Old Gold Hat [L]","0xda4094746b",10269
