Product,UserId,Duration(ms)
"Tickle Me Pink Socks [L]","0x1ceb2f77e5",11327
"Brilliant Rose Polo shirt [M]","0xda81c38c15",14779
"Cornflower Blue Shoes [S]","0xf1ce905e53",16208
"Granny Smith Apple Jeans [S]","0x84ff47092b",30116
"Yellow (Process) Swimsuit [S]","0xf1526324cb",18681
"Yellow (Process) Swimsuit [S]","0x8a7495f041",3861
"Carmine Red Leather jackets [L]","0xe1b2022e25",22936
"Light Red Ochre Leather jackets [M]","0x13c47a7e4",5503
"Atomic Tangerine Socks [M]","0xb7cffdf322",21771
"Light Apricot Bra [S]","0xc31872594e",16556
"Cream High heels [M]","0xda81c38c15",16455
"Old Gold Hat [L]","0x31c1855b0d",26247
"Light Red Ochre Leather jackets [M]","0x36957c8b65",31709
"Non-Photo Blue Skirt [L]","0x8a7495f041",34240
"Gray (X11 Gray) Long coat [L]","0x20da784989",26180
"Cerulean Frost Polo shirt [M]","0xc72563b76f",29177
"Ultramarine Shorts [S]","0xda81c38c15",23414
"Verdigris Jacket [L]","0x526ee944ab",31299
"Green (Color Wheel) (X11 Green) Shorts [M]","0x7a24c365a5",24657
"Granny Smith Apple Jeans [S]","0x36c38a3988",25903
"Non-Photo Blue Skirt [L]","0xbfbdeffddb",26358
"Dandelion Shirt [M]","0x8a7495f041",15700
"Baby Blue Jeans [M]","0xa44cac28b3",18575
"Verdigris Jacket [L]","0xd95fd3c445",16407
"Dark Pastel Blue Skirt [M]","0x1ceb2f77e5",13682
"Light Red Ochre Leather jackets [M]","0x8a7495f041",11242
"Scarlet (Crayola) Cap [M]","0x91cb0531ab",37428
"Cornflower Blue Shoes [S]","0xed070296aa",29142
"Hunter Green Bra [S]","0xd06048fda9",17079
"Tickle Me Pink Socks [L]","0xdd2da45d5d",20151
"Brilliant Rose Polo shirt [M]","0x2d8519d7e0",33753
"Yellow (Ncs) Shirt [M]","0xb7cffdf322",23421
"Pakistan Green Scarf [S]","0xa7322ea94a",18492
"Dark Pastel Blue Skirt [M]","0x644f9b007a",7963
"Brilliant Rose Polo shirt [M]","0xb2cd917cd5",10825
"Yellow (Process) Swimsuit [S]","0xc31872594e",30067
"Lavender Mist Sunglasses [M]","0x91cb0531ab",33345
"Cyan (Process) Hat [M]","0x7b2ef42e45",38903
"Beige Hat [L]","0xb2cd917cd5",21842
"Verdigris Jacket [L]","0x4bcc7fb776",25011
"Non-Photo Blue Skirt [L]","0x98ab3f9422",13060
"Trolley Grey Hoodies [M]","0x2d8519d7e0",23104
"Light Goldenrod Yellow Jeans [S]","0x3e2ec611c",29587
"Cyan (Process) Hat [M]","0xfdc464682a",14915
"Tickle Me Pink Socks [L]","0x2d8519d7e0",13125
"Mango Tango Coat [S]","0xda81c38c15",4399
"Trolley Grey Socks [M]","0xa44cac28b3",14596
"Medium Candy Apple Red Dress [S]","0xa8467f3934",10352
"Medium Candy Apple Red Shorts [S]","0xd2c5aa8af4",2977
"Carmine Red Leather jackets [L]","0xa33ea8106c",7922
"Verdigris Jacket [L]","0xa797c6c53b",22792
"Non-Photo Blue Skirt [L]","0x44933a92b3",19204
"Ecru Flip-flops [L]","0x590d3b2dbe",28249
"Pale Carmine Jacket [L]","0x875f36f53d",3053
"Non-Photo Blue Skirt [L]","0x5256e386a2",20778
"Yellow (Ncs) Shirt [M]","0xedb43dcbef",1684
"Cyan (Process) Hat [M]","0x3281593b3c",8619
"Medium Candy Apple Red Dress [S]","0x526ee944ab",13304
"Vivid Violet Shoes [S]","0x8875159d4d",11364
"Beige Hat [L]","0x83df22078",13553
"Granny Smith Apple Jeans [S]","0x361335fe5b",35974
"Antique White Flip-flops [S]","0x6301286b57",7845
"Deep Chestnut Leather jackets [L]","0xf0e17073c2",26141
"Brilliant Rose Polo shirt [M]","0xa9bde4fd4a",19776
"Scarlet (Crayola) Cap [M]","0xc31872594e",25579
"Trolley Grey Hoodies [M]","0x83df22078",19367
"Pale Silver Polo shirt [M]","0x36957c8b65",12749
"Trolley Grey Socks [M]","0x526ee944ab",28323
"Brilliant Rose Polo shirt [M]","0x20da784989",27623
"Vivid Violet Shoes [S]","0x67c9a6d8b9",30511
"Granny Smith Apple Jeans [S]","0xe3d358c9ed",13962
"Medium Candy Apple Red Dress [S]","0x1ceb2f77e5",30212
"Ginger Shirt [M]","0xda81c38c15",23760
"Pale Silver Polo shirt [M]","0x36957c8b65",8659
"Ginger Shirt [M]","0xf97bde8baa",11564
"Trolley Grey Hoodies [M]","0xfb8388b30a",14873
"Deep Chestnut Leather jackets [L]","0xf689cc9da8",25554
"Cerulean Frost Polo shirt [M]","0x2d8519d7e0",21721
"Puce Flip-flops [S]","0x523b9ad313",20934
"Trolley Grey Socks [M]","0x1d15ffc9b0",11081
"Ecru Flip-flops [L]","0x7f140e8ce0",20760
"Scarlet (Crayola) Cap [M]","0x56f3dc8f33",22355
"Ecru Flip-flops [L]","0x644f9b007a",32898
"Carmine Red Leather jackets [L]","0x44933a92b3",23883
"Fallow T-shirt [S]","0xcf3b641653",32614
"Medium Candy Apple Red Shorts [S]","0xed070296aa",37772
"Aurometalsaurus Cap [S]","0xd95fd3c445",14044
"Atomic Tangerine Socks [M]","0x3e2ec611c",16950
"Antique White Flip-flops [S]","0xf97bde8baa",14819
"Baby Blue Jeans [M]","0x7a24c365a5",21768
"Tickle Me Pink Socks [L]","0xe3d358c9ed",14240
"Ultramarine Shorts [S]","0xf0e17073c2",20755
"Ultramarine Shorts [S]","0xf689cc9da8",10289
"Deep Chestnut Leather jackets [L]","0xd2c5aa8af4",20919
"Turquoise Blue Jacket [L]","0xf86cfc2abe",33127
"Non-Photo Blue Skirt [L]","0x4e117ecfb5",28266
"Trolley Grey Hoodies [M]","0xb30e71d769",18703
"Light Red Ochre Leather jackets [M]","0x44a2992999",19281
"Light Red Ochre Leather jackets [M]","0x116050e2d7",18302
"Pale Carmine Jacket [L]","0xc558984b85",19673
"Ecru Flip-flops [L]","0xd3881ea68a",36324
"Ginger Shirt [M]","0x2df75119c4",19980
"Pakistan Green Scarf [S]","0x1fcedf1e12",40292
"Turquoise Blue Jacket [L]","0x98ab3f9422",8667
"Dark Pastel Blue Skirt [M]","0x84ff47092b",1702
"Yellow (Ncs) Shirt [M]","0x6301286b57",19251
"Vivid Violet Shoes [S]","0x1d15ffc9b0",29049
"Beige Hat [L]","0xc72563b76f",23089
"Ginger Shirt [M]","0xf94682ca9",14760
"Pakistan Green Scarf [S]","0xed070296aa",8891
"Fallow T-shirt [S]","0x8875159d4d",23387
"Ultramarine Shorts [S]","0xf0e17073c2",15867
"Gray (X11 Gray) Long coat [L]","0xb2cd917cd5",22332
"Dark Pastel Blue Skirt [M]","0xf0e17073c2",3202
"Topaz Jeans [S]","0x1d15ffc9b0",19481
"Carmine Red Leather jackets [L]","0xbfbdeffddb",17093
"Air Force Blue (Raf) High heels [M]","0x2d8519d7e0",9469
"Tickle Me Pink Socks [L]","0x590d3b2dbe",19952
"Cerulean Frost Polo shirt [M]","0x116050e2d7",29197
"Lavender Mist Sunglasses [M]","0x6b0af9f770",23589
"Dandelion Shirt [M]","0xd06048fda9",24624
"Brilliant Rose Polo shirt [M]","0xa9bde4fd4a",23556
"Granny Smith Apple Jeans [S]","0x26d3a5a0bd",10008
"Atomic Tangerine Socks [M]","0x98ab3f9422",15334
"Pakistan Green Scarf [S]","0xd2c5aa8af4",29278
"Azure Mist/Web High heels [S]","0xc558984b85",10189
"Pink Pearl T-shirt [M]","0x9c43171ac4",28082
"Cornflower Blue Shoes [S]","0x1d15ffc9b0",16968
"Rubine Red T-shirt [M]","0xf689cc9da8",17196
"Trolley Grey Hoodies [M]","0xa797c6c53b",6186
"Topaz Jeans [S]","0x89177f8758",28938
"Turquoise Blue Jacket [L]","0x8875159d4d",11168
"Pink Pearl T-shirt [M]","0x91e190efd5",11955
"Cyan (Process) Hat [M]","0x31b9ff5aee",20961
"Light Apricot Bra [S]","0xe3d358c9ed",22878
"Vivid Violet Shoes [S]","0x81330cacd",2106
"Ecru Flip-flops [L]","0xdd2da45d5d",22917
"Verdigris Jacket [L]","0x7f140e8ce0",16923
"Carmine Red Leather jackets [L]","0x87d2f6c5d8",15807
"Puce Flip-flops [S]","0x2df75119c4",23250
"Beige Hat [L]","0x116050e2d7",15964
"Light Apricot Bra [S]","0x1fcedf1e12",8781
"Pale Carmine Jacket [L]","0x31b9ff5aee",24513
"Yellow (Process) Swimsuit [S]","0x1ceb2f77e5",22353
"Scarlet (Crayola) Cap [M]","0xf689cc9da8",19319
"Lavender Mist Sunglasses [M]","0xed070296aa",11892
"Vivid Violet Shoes [S]","0xe1b2022e25",18791
"Rubine Red T-shirt [M]","0xa7322ea94a",24939
"Pale Carmine Jacket [L]","0x98ab3f9422",22793
"Gray (X11 Gray) Long coat [L]","0x74acb9bd46",12947
"Topaz Jeans [S]","0x26d3a5a0bd",24316
"Ginger Shirt [M]","0x26d3a5a0bd",29357
"Cream High heels [M]","0x56f3dc8f33",18298
"Pale Carmine Jacket [L]","0x84ff47092b",11651
"Fallow T-shirt [S]","0x8a7495f041",25104
"Antique White Flip-flops [S]","0xa9bde4fd4a",14327
"Light Red Ochre Leather jackets [M]","0xc558984b85",24277
"Azure Mist/Web High heels [S]","0x91e190efd5",7359
"Non-Photo Blue Skirt [L]","0x5256e386a2",13240
"Ecru Flip-flops [L]","0x2d8519d7e0",21123
"Turquoise Blue Jacket [L]","0xe40c2d88b2",26133
"Cyan (Process) Hat [M]","0x7a24c365a5",18546
"Tickle Me Pink Socks [L]","0xe1b2022e25",17382
"Medium Candy Apple Red Shorts [S]","0xf97bde8baa",11647
"Light Apricot Bra [S]","0xbfbdeffddb",21940
"Yellow (Ncs) Shirt [M]","0xcf3b641653",29932
"Mango Tango Coat [S]","0x875f36f53d",20755
"Green (Color Wheel) (X11 Green) Shorts [M]","0x1f5c79f4fd",16041
"Carmine Red Leather jackets [L]","0xcf3b641653",23028
"Hunter Green Bra [S]","0xc558984b85",23523
"Ecru Flip-flops [L]","0xf0e17073c2",13531
"Topaz Jeans [S]","0xfd7cd56994",16637
"Beige Hat [L]","0x83df22078",19699
"Granny Smith Apple Jeans [S]","0x88873b1548",30783
"Cream High heels [M]","0x116050e2d7",36656
"Light Goldenrod Yellow Jeans [S]","0x7a24c365a5",10741
"Granny Smith Apple Jeans [S]","0x3281593b3c",11874
"Trolley Grey Socks [M]","0x56f3dc8f33",14517
"Pink Pearl T-shirt [M]","0xda81c38c15",13304
"Old Gold Hat [L]","0x815601b72",24477
"Light Goldenrod Yellow Jeans [S]","0xfd7cd56994",30257
"Pale Carmine Jacket [L]","0x67c9a6d8b9",11076
"Trolley Grey Hoodies [M]","0x16dde4622b",9013
"Fallow T-shirt [S]","0x44933a92b3",33718
"Beige Hat [L]","0x31c1855b0d",7213
"Cyan (Process) Hat [M]","0x4052bead02",15698
"Antique White Flip-flops [S]","0xe40c2d88b2",23984
"Cream High heels [M]","0x8a7495f041",13803
"Granny Smith Apple Jeans [S]","0xb7cffdf322",21146
"Deep Chestnut Leather jackets [L]","0xfb8388b30a",16565
"Light Red Ochre Leather jackets [M]","0xc4f3550fcc",15498
"Cornflower Blue Shoes [S]","0x223976a5c7",16893
"Cerulean Frost Polo shirt [M]","0x7b2ef42e45",24085
"Medium Candy Apple Red Shorts [S]","0xbfbdeffddb",20568
"Old Gold Hat [L]","0xa7322ea94a",22053
"Pale Carmine Jacket [L]","0x26f0ad73d",14076
"Cyan (Process) Hat [M]","0x81330cacd",29098
"Pale Silver Polo shirt [M]","0xd95fd3c445",21161
"Cyan (Process) Hat [M]","0x91cb0531ab",12682
"Atomic Tangerine Socks [M]","0xd3881ea68a",19007
"Gray (X11 Gray) Long coat [L]","0x590d3b2dbe",20845
"Baby Blue Jeans [M]","0xa9bde4fd4a",25765
"Green (Color Wheel) (X11 Green) Shorts [M]","0x1f5c79f4fd",16553
"Cerulean Frost Polo shirt [M]","0x1fcedf1e12",12310
"Ultramarine Shorts [S]","0x361335fe5b",13002
"Verdigris Jacket [L]","0x1f5c79f4fd",19123
"Light Goldenrod Yellow Jeans [S]","0x8edd7f7916",4253
"Tickle Me Pink Socks [L]","0xb7cffdf322",27564
"Cream High heels [M]","0xf94682ca9",18924
"Turquoise Blue Jacket [L]","0xf94682ca9",7465
"Azure Mist/Web High heels [S]","0xfdc464682a",15444
"Hunter Green Bra [S]","0xa3bd1dbebd",21471
"Scarlet (Crayola) Cap [M]","0x3e2ec611c",19737
"Medium Candy Apple Red Shorts [S]","0x16d9043380",27641
"Carmine Red Leather jackets [L]","0x88873b1548",19206
"Light Apricot Bra [S]","0x2df75119c4",13714
"Cyan (Process) Hat [M]","0x81330cacd",28310
"Rubine Red Shorts [L]","0xfd7cd56994",24994
"Turquoise Blue Jacket [L]","0x44a2992999",12495
"Ginger Shirt [M]","0xc72563b76f",25034
"Dark Pastel Blue Skirt [M]","0xfb8388b30a",25186
"Tickle Me Pink Socks [L]","0x13c47a7e4",25472
"Azure Mist/Web High heels [S]","0xdd2da45d5d",34615
"Vivid Violet Shoes [S]","0x67c9a6d8b9",21423
"Light Goldenrod Yellow Jeans [S]","0xd2c5aa8af4",22619
"Cyan (Process) Hat [M]","0x98ab3f9422",22456
"Rubine Red T-shirt [M]","0xd95fd3c445",10767
"Ginger Shirt [M]","0x1ceb2f77e5",24797
"Verdigris Jacket [L]","0x7b2ef42e45",6532
"Puce Flip-flops [S]","0x84ff47092b",10886
"Pale Silver Polo shirt [M]","0x7a24c365a5",14526
"Baby Blue Jeans [M]","0xc558984b85",24627
"Gray (X11 Gray) Long coat [L]","0x84ff47092b",30658
"Yellow (Process) Swimsuit [S]","0xf86cfc2abe",28985
"Cornflower Blue Shoes [S]","0x1ceb2f77e5",14572
"Rubine Red T-shirt [M]","0x26d3a5a0bd",12065
"Hunter Green Bra [S]","0xf1ce905e53",10917
"Granny Smith Apple Jeans [S]","0xe40c2d88b2",29643
"Cyan (Process) Hat [M]","0x7f140e8ce0",35439
"Mango Tango Coat [S]","0x87d2f6c5d8",16229
"Topaz Jeans [S]","0x8edd7f7916",21854
"Tickle Me Pink Socks [L]","0xb2cd917cd5",10486
"Baby Blue Jeans [M]","0x20da784989",16418
"Air Force Blue (Raf) High heels [M]","0x223976a5c7",28981
"Rubine Red T-shirt [M]","0x31b9ff5aee",17481
"Old Gold Hat [L]","0xa8467f3934",24415
"Mango Tango Coat [S]","0xc675ec6d73",13881
"Cream High heels [M]","0x56f3dc8f33",23260
"Turquoise Blue Jacket [L]","0x4052bead02",6886
"Brilliant Rose Polo shirt [M]","0xe3d358c9ed",23376
"Light Apricot Bra [S]","0x44933a92b3",12088
"Pink Pearl T-shirt [M]","0x44933a92b3",28328
"Gray (X11 Gray) Long coat [L]","0xa7322ea94a",19132
"Cream High heels [M]","0xd95fd3c445",20495
"Antique White Flip-flops [S]","0x16dde4622b",11959
"Pink Pearl T-shirt [M]","0x644f9b007a",7078
"Rubine Red T-shirt [M]","0x36c38a3988",16744
"Cream High heels [M]","0x1fcedf1e12",24793
"Yellow (Ncs) Shirt [M]","0x526ee944ab",27537
"Yellow (Ncs) Shirt [M]","0xc72563b76f",12004
"Medium Candy Apple Red Dress [S]","0x7f140e8ce0",5193
"Pale Silver Polo shirt [M]","0x31c1855b0d",37741
"Rubine Red Shorts [L]","0x8875159d4d",22203
"Cream High heels [M]","0xf689cc9da8",14190
"Cyan (Process) Hat [M]","0xfd7cd56994",10287
"Baby Blue Jeans [M]","0x44a2992999",6457
"Puce Flip-flops [S]","0xedb43dcbef",18418
"Dandelion Shirt [M]","0x31c1855b0d",26113
"Baby Blue Jeans [M]","0xdd2da45d5d",29222
"Atomic Tangerine Socks [M]","0x67c9a6d8b9",24744
"Gray (X11 Gray) Long coat [L]","0x31c1855b0d",3522
"Light Goldenrod Yellow Jeans [S]","0x26d3a5a0bd",15526
"Granny Smith Apple Jeans [S]","0x6301286b57",8274
"Rubine Red T-shirt [M]","0x523b9ad313",17892
"Medium Candy Apple Red Dress [S]","0x31b9ff5aee",25545
"Rubine Red T-shirt [M]","0xf1526324cb",21523
"Azure Mist/Web High heels [S]","0x7f140e8ce0",10717
"Cerulean Frost Polo shirt [M]","0xa44cac28b3",12908
"Yellow (Process) Swimsuit [S]","0xb30e71d769",15610
"Trolley Grey Socks [M]","0xfd7cd56994",16122
"Pink Pearl T-shirt [M]","0xfb8388b30a",13003
"Fallow T-shirt [S]","0x91e190efd5",32807
"Pale Carmine Jacket [L]","0x3e2ec611c",6460
"Vivid Violet Shoes [S]","0xf86cfc2abe",26243
"Brilliant Rose Polo shirt [M]","0x815601b72",8468
"Scarlet (Crayola) Cap [M]","0xedb43dcbef",24343
"Hunter Green Bra [S]","0x88873b1548",24378
"Carmine Red Leather jackets [L]","0x16d9043380",25961
"Atomic Tangerine Socks [M]","0x4e117ecfb5",17872
"Pale Silver Polo shirt [M]","0x98ab3f9422",28505
"Cerulean Frost Polo shirt [M]","0xd3881ea68a",20586
"Cerulean Frost Polo shirt [M]","0xe1b2022e25",23432
"Brilliant Rose Polo shirt [M]","0xf97bde8baa",26955
"Green (Color Wheel) (X11 Green) Shorts [M]","0xa33ea8106c",11816
"Baby Blue Jeans [M]","0x16d9043380",10379
"Baby Blue Jeans [M]","0xf689cc9da8",5587
"Light Goldenrod Yellow Jeans [S]","0x26f0ad73d",3915
"Gray (X11 Gray) Long coat [L]","0x6b0e53f66b",21739
"Topaz Jeans [S]","0x361335fe5b",22966
"Scarlet (Crayola) Cap [M]","0x44a2992999",5191
"Lavender Mist Sunglasses [M]","0xdd2da45d5d",22812
"Dandelion Shirt [M]","0x26d3a5a0bd",24638
"Ginger Shirt [M]","0xf86cfc2abe",10880
"Pale Carmine Jacket [L]","0x20da784989",19410
"Medium Candy Apple Red Shorts [S]","0x6b0e53f66b",11553
"Pakistan Green Scarf [S]","0x4e117ecfb5",19621
"Fallow T-shirt [S]","0x16dde4622b",8337
"Granny Smith Apple Jeans [S]","0x361335fe5b",18537
"Trolley Grey Hoodies [M]","0x4bcc7fb776",25651
"Hunter Green Bra [S]","0x81330cacd",27121
"Deep Chestnut Leather jackets [L]","0x9c43171ac4",28336
"Beige Hat [L]","0x1f5c79f4fd",18284
"Lavender Mist Sunglasses [M]","0xe3d358c9ed",21596
"Mango Tango Coat [S]","0xedb43dcbef",19519
"Carmine Red Leather jackets [L]","0xe40c2d88b2",37042
"Verdigris Jacket [L]","0x1f5c79f4fd",28053
"Trolley Grey Socks [M]","0xfd7cd56994",12241
"Vivid Violet Shoes [S]","0xa33ea8106c",2626
"Ginger Shirt [M]","0xfdc464682a",12625
"Deep Chestnut Leather jackets [L]","0x56f3dc8f33",1594
"Ecru Flip-flops [L]","0xe1b2022e25",28186
"Light Apricot Bra [S]","0xf97bde8baa",12807
"Turquoise Blue Jacket [L]","0xa797c6c53b",18404
"Pale Carmine Jacket [L]","0xd95fd3c445",9952
"Hunter Green Bra [S]","0xf1ce905e53",22073
"Medium Candy Apple Red Shorts [S]","0x67c9a6d8b9",27988
"Trolley Grey Hoodies [M]","0xb314e616ee",25882
"Trolley Grey Socks [M]","0x8edd7f7916",21574
"Dark Pastel Blue Skirt [M]","0xd06048fda9",9699
"Lavender Mist Sunglasses [M]","0x1fcedf1e12",31533
"Medium Candy Apple Red Dress [S]","0xd95fd3c445",12732
"Beige Hat [L]","0x74acb9bd46",25022
"Light Apricot Bra [S]","0x16d9043380",14754
"Azure Mist/Web High heels [S]","0xedb43dcbef",21808
"Rubine Red Shorts [L]","0x8cd8b5e0e0",17862
"Granny Smith Apple Jeans [S]","0x7a24c365a5",12525
"Verdigris Jacket [L]","0x84ff47092b",8614
"Cyan (Process) Hat [M]","0x116050e2d7",1715
"Green (Color Wheel) (X11 Green) Shorts [M]","0xa7322ea94a",20610
"Pale Silver Polo shirt [M]","0x1ceb2f77e5",27734
"Azure Mist/Web High heels [S]","0x8cd8b5e0e0",24509
"Baby Blue Jeans [M]","0x4bcc7fb776",18790
"Pale Carmine Jacket [L]","0xe1b2022e25",24780
"Light Apricot Bra [S]","0xa797c6c53b",17726
"Yellow (Process) Swimsuit [S]","0x91e190efd5",37585
"Baby Blue Jeans [M]","0xa3bd1dbebd",17952
"Trolley Grey Hoodies [M]","0x2df75119c4",35538
"Yellow (Ncs) Shirt [M]","0xf0e17073c2",30676
"Scarlet (Crayola) Cap [M]","0xfdc464682a",29077
"Tickle Me Pink Socks [L]","0x644f9b007a",28574
"Dark Pastel Blue Skirt [M]","0xcf3b641653",17907
"Light Red Ochre Leather jackets [M]","0x9c43171ac4",22350
"Lavender Mist Sunglasses [M]","0x20da784989",18835
"Brilliant Rose Polo shirt [M]","0xf689cc9da8",30684
"Scarlet (Crayola) Cap [M]","0x16dde4622b",13365
"Light Goldenrod Yellow Jeans [S]","0xb7cffdf322",11814
"Yellow (Ncs) Shirt [M]","0x223976a5c7",8629
"Fallow T-shirt [S]","0xa44cac28b3",15908
"Dark Pastel Blue Skirt [M]","0x526ee944ab",12317
"Rubine Red Shorts [L]","0x36957c8b65",6119
"Tickle Me Pink Socks [L]","0x2df75119c4",25349
"Pakistan Green Scarf [S]","0xfb8388b30a",7809
"Gray (X11 Gray) Long coat [L]","0xcf3b641653",19423
"Verdigris Jacket [L]","0x116050e2d7",14986
"Carmine Red Leather jackets [L]","0x2d8519d7e0",24905
"Verdigris Jacket [L]","0xfb8388b30a",18808
"Pale Silver Polo shirt [M]","0x91e190efd5",16948
"Scarlet (Crayola) Cap [M]","0x2df75119c4",29440
"Scarlet (Crayola) Cap [M]","0xda81c38c15",14338
"Pale Carmine Jacket [L]","0x4052bead02",27695
"Turquoise Blue Jacket [L]","0xe40c2d88b2",14500
"Tickle Me Pink Socks [L]","0x1fcedf1e12",23195
"Old Gold Hat [L]","0x98ab3f9422",6599
"Light Goldenrod Yellow Jeans [S]","0x815601b72",29488
"Azure Mist/Web High heels [S]","0xfb8388b30a",19295
"Ultramarine Shorts [S]","0x13c47a7e4",20647
"Tickle Me Pink Socks [L]","0xed070296aa",16871
"Atomic Tangerine Socks [M]","0xd2c5aa8af4",22361
"Turquoise Blue Jacket [L]","0xf1ce905e53",16433
"Deep Chestnut Leather jackets [L]","0x81330cacd",23661
"Dark Pastel Blue Skirt [M]","0x8cd8b5e0e0",18771
"Dark Pastel Blue Skirt [M]","0xbfbdeffddb",13642
"Cerulean Frost Polo shirt [M]","0xb314e616ee",31972
"Puce Flip-flops [S]","0x8875159d4d",6719
"Tickle Me Pink Socks [L]","0x26d3a5a0bd",11302
"Deep Chestnut Leather jackets [L]","0x81330cacd",9823
"Fallow T-shirt [S]","0x26f0ad73d",27265
"Dandelion Shirt [M]","0x4052bead02",17211
"Verdigris Jacket [L]","0x298a56b5ab",20148
"Yellow (Ncs) Shirt [M]","0xb30e71d769",23257
"Cream High heels [M]","0xd06048fda9",28145
"Cyan (Process) Hat [M]","0xb314e616ee",24882
"Pink Pearl T-shirt [M]","0x739d9ce861",14533
"Topaz Jeans [S]","0x91e190efd5",17953
"Gray (X11 Gray) Long coat [L]","0x4bcc7fb776",26186
"Non-Photo Blue Skirt [L]","0xf94682ca9",30807
"Medium Candy Apple Red Dress [S]","0xfe7045878a",14157
"Trolley Grey Socks [M]","0x4052bead02",11286
"Cerulean Frost Polo shirt [M]","0xa8467f3934",25308
"Trolley Grey Hoodies [M]","0xa33ea8106c",20292
"Azure Mist/Web High heels [S]","0xe40c2d88b2",17750
"Lavender Mist Sunglasses [M]","0x8edd7f7916",16750
"Granny Smith Apple Jeans [S]","0x13c47a7e4",19293
"Cyan (Process) Hat [M]","0x7f140e8ce0",23731
"Azure Mist/Web High heels [S]","0xd06048fda9",17298
"Light Apricot Bra [S]","0xe3d358c9ed",13459
"Fallow T-shirt [S]","0x83df22078",12969
"Pink Pearl T-shirt [M]","0x3281593b3c",20478
"Medium Candy Apple Red Dress [S]","0xd3881ea68a",25738
"Light Red Ochre Leather jackets [M]","0x13c47a7e4",13317
"Pink Pearl T-shirt [M]","0x1f5c79f4fd",24922
"Turquoise Blue Jacket [L]","0x36957c8b65",9741
"Rubine Red T-shirt [M]","0x2d8519d7e0",8235
"Medium Candy Apple Red Shorts [S]","0x91cb0531ab",14964
"Ecru Flip-flops [L]","0xf0e17073c2",18852
