Product,UserId,Duration(ms)
"Baby Blue Jeans [M]","0xc26ad0d31c",22809
"Gray (X11 Gray) Long coat [L]","0x6d42a68d2d",22733
"Tickle Me Pink Socks [L]","0xb8202b8686",15421
"Light Red Ochre Leather jackets [M]","0x632ec8680b",13234
"Non-Photo Blue Skirt [L]","0xaa20e870fa",4367
"Air Force Blue (Raf) High heels [M]","0x6fbbc3e2c6",9431
"Topaz Jeans [S]","0x6d42a68d2d",18124
"Tickle Me Pink Socks [L]","0xde26fe50ee",10850
"Medium Candy Apple Red Shorts [S]","0x1b28ef8616",11126
"Trolley Grey Hoodies [M]","0x1943cb6253",13980
"Rubine Red T-shirt [M]","0x2738e75d0f",11810
"Trolley Grey Socks [M]","0x3e7d09f35e",8439
"Brilliant Rose Polo shirt [M]","0x3ac4bbd0d9",16422
"Non-Photo Blue Skirt [L]","0xf96502e59a",8680
"Pakistan Green Scarf [S]","0xcfd43834c9",9178
"Medium Candy Apple Red Shorts [S]","0x549779b49c",18658
"Tickle Me Pink Socks [L]","0x47c103398c",18017
"Cyan (Process) Hat [M]","0x38f23c8796",13821
"Rubine Red T-shirt [M]","0x2d3d5cb3f0",9810
"Mango Tango Coat [S]","0x17650ff858",12794
"Baby Blue Jeans [M]","0x9b1500a3eb",16911
"Aurometalsaurus Cap [S]","0x3ac4bbd0d9",15822
"Scarlet (Crayola) Cap [M]","0x743980c622",11065
"Old Gold Hat [L]","0x6c8f07acc1",12778
"Light Red Ochre Leather jackets [M]","0xa5bdc280b7",12658
"Granny Smith Apple Jeans [S]","0x2738e75d0f",14738
"Old Gold Hat [L]","0x8022edc481",21970
"Air Force Blue (Raf) High heels [M]","0x38f23c8796",2105
"Dark Pastel Blue Skirt [M]","0xca09e4e0b4",13867
"Cyan (Process) Hat [M]","0xa30637be2a",19724
"Cerulean Frost Polo shirt [M]","0x5b93c4deb3",5903
"Trolley Grey Hoodies [M]","0xa30637be2a",16369
"Pink Pearl T-shirt [M]","0xf0eaa4e4b1",15174
"Dark Pastel Blue Skirt [M]","0x13ee0813fd",17330
"Vivid Violet Shoes [S]","0x17650ff858",12398
"Pink Pearl T-shirt [M]","0x7cc68d8ca7",1651
"Beige Hat [L]","0x2313a12d75",16312
"Carmine Red Leather jackets [L]","0x68195e6aea",10186
"Yellow (Ncs) Shirt [M]","0xa5db78ad5",19228
"Rubine Red T-shirt [M]","0x5191177363",12652
"Turquoise Blue Jacket [L]","0xab50167f06",17178
"Pink Pearl T-shirt [M]","0xaa20e870fa",16658
"Old Gold Hat [L]","0xa30637be2a",15871
"Puce Flip-flops [S]","0x843fc0215",14764
"Light Red Ochre Leather jackets [M]","0x2c8acef043",14947
"Ultramarine Shorts [S]","0xa5db78ad5",16051
"Medium Candy Apple Red Dress [S]","0xa7ef2bfa08",13533
