Product,UserId,Duration(ms)
"Granny Smith Apple Jeans [S]","0xe8b88cf8ba",16562
"Trolley Grey Socks [M]","0x154df9b29b",15066
"Topaz Jeans [S]","0x28f07af06e",17198
"Lavender Mist Sunglasses [M]","0xab64393a77",22392
"Antique White Flip-flops [S]","0x154df9b29b",7127
"Pink Pearl T-shirt [M]","0xf5f1a2d7a1",17646
"Brilliant Rose Polo shirt [M]","0x7b55feed52",14502
"Carmine Red Leather jackets [L]","0xa3aee93491",19352
"Gray (X11 Gray) Long coat [L]","0x6d64e1f2e9",13171
"Air Force Blue (Raf) High heels [M]","0x37f9a462e5",24551
"Light Red Ochre Leather jackets [M]","0x4d0fd7215a",12094
"Cyan (Process) Hat [M]","0x2314546188",24913
"Atomic Tangerine Socks [M]","0x8983c586cd",13077
"Gray (X11 Gray) Long coat [L]","0xc16668ef5",15121
"Medium Candy Apple Red Shorts [S]","0xa162de57a0",17752
"Medium Candy Apple Red Shorts [S]","0xc016382ee4",19671
"Light Goldenrod Yellow Jeans [S]","0xb87f2e6cbe",14080
"Medium Candy Apple Red Shorts [S]","0xed3b6e1cf3",21195
"Tickle Me Pink Socks [L]","0xb72197b8ed",20622
"Verdigris Jacket [L]","0x8a4e48ba45",18684
"Hunter Green Bra [S]","0xc2ac2479e",13641
"Tickle Me Pink Socks [L]","0xa162de57a0",18340
"Fallow T-shirt [S]","0x75db0fca7f",24808
"Lavender Mist Sunglasses [M]","0xbb6dcac4a8",18545
"Old Gold Hat [L]","0x85a5c84739",14034
"Cornflower Blue Shoes [S]","0x781f644f6a",18048
"Light Red Ochre Leather jackets [M]","0x258eeaed4c",18186
"Rubine Red T-shirt [M]","0x1e025e58ad",18961
"Old Gold Hat [L]","0x2dbd6f22f8",9196
"Tickle Me Pink Socks [L]","0xf65adfc918",15526
"Yellow (Process) Swimsuit [S]","0xac0e64ef6d",15550
"Verdigris Jacket [L]","0x4209a8be49",19098
"Turquoise Blue Jacket [L]","0xd0da004871",20854
"Medium Candy Apple Red Dress [S]","0xd0da004871",18064
"Hunter Green Bra [S]","0xc64444de22",11422
"Green (Color Wheel) (X11 Green) Shorts [M]","0x7d6524093d",7509
"Carmine Red Leather jackets [L]","0xa6da349075",24014
"Green (Color Wheel) (X11 Green) Shorts [M]","0x3dca7592fe",16224
"Atomic Tangerine Socks [M]","0x35893ef22a",11495
"Rubine Red Shorts [L]","0x21361b72c1",17347
"Granny Smith Apple Jeans [S]","0xd0da004871",10178
"Mango Tango Coat [S]","0x28f07af06e",14994
"Pakistan Green Scarf [S]","0x96ae70b807",10315
"Mango Tango Coat [S]","0x891f2812d8",14847
"Dandelion Shirt [M]","0x85a5c84739",12371
"Aurometalsaurus Cap [S]","0x38fe5ea333",9296
"Green (Color Wheel) (X11 Green) Shorts [M]","0x303a57fa61",15083
"Cream High heels [M]","0xc016382ee4",19306
"Atomic Tangerine Socks [M]","0xb4b69e3071",16685
"Fallow T-shirt [S]","0x8983c586cd",21068
"Hunter Green Bra [S]","0xa6da349075",13302
"Dark Pastel Blue Skirt [M]","0x8a4e48ba45",13517
"Pink Pearl T-shirt [M]","0x2dbd6f22f8",18292
"Pale Silver Polo shirt [M]","0x5b77dc81f2",17136
"Medium Candy Apple Red Dress [S]","0xa3b46322aa",14834
"Dandelion Shirt [M]","0x382ad0ad71",7771
"Atomic Tangerine Socks [M]","0xf5f1a2d7a1",17974
"Cerulean Frost Polo shirt [M]","0x891f2812d8",25726
"Carmine Red Leather jackets [L]","0x4209a8be49",12940
"Rubine Red Shorts [L]","0x4b0cf7415d",9025
"Pink Pearl T-shirt [M]","0x74b3ddfe6f",21527
"Non-Photo Blue Skirt [L]","0x58cb9f3c49",12764
"Brilliant Rose Polo shirt [M]","0xd0da004871",4432
"Cornflower Blue Shoes [S]","0x829543e794",18942
"Cream High heels [M]","0x132b20672a",21434
"Antique White Flip-flops [S]","0x60990305ea",20856
"Ecru Flip-flops [L]","0xa6da349075",23393
"Topaz Jeans [S]","0x258eeaed4c",19449
"Scarlet (Crayola) Cap [M]","0xb8e0ed4729",11476
"Baby Blue Jeans [M]","0x8e422782ad",23214
"Cream High heels [M]","0xa6da349075",14686
"Puce Flip-flops [S]","0x2acba8067e",11589
"Ginger Shirt [M]","0x8e422782ad",15459
"Deep Chestnut Leather jackets [L]","0x7b55feed52",19207
"Baby Blue Jeans [M]","0x24adc3fb76",17041
"Pale Carmine Jacket [L]","0x303a57fa61",16916
"Dark Pastel Blue Skirt [M]","0x154df9b29b",17505
"Ginger Shirt [M]","0x781f644f6a",15425
"Aurometalsaurus Cap [S]","0x7d6524093d",13205
"Hunter Green Bra [S]","0xc64444de22",21613
"Deep Chestnut Leather jackets [L]","0x908154d143",14766
"Trolley Grey Hoodies [M]","0xa4e4d8de3a",22012
"Vivid Violet Shoes [S]","0x2314546188",3483
"Puce Flip-flops [S]","0x829543e794",8665
"Yellow (Process) Swimsuit [S]","0xd936cf74b",19688
"Atomic Tangerine Socks [M]","0x39542ba2a3",17870
"Gray (X11 Gray) Long coat [L]","0x28f07af06e",10105
"Fallow T-shirt [S]","0x2e5a488b01",20927
"Topaz Jeans [S]","0xded2548c77",21045
"Cerulean Frost Polo shirt [M]","0x9ed8567363",22957
"Cornflower Blue Shoes [S]","0xded2548c77",12576
"Ecru Flip-flops [L]","0xe067ea577f",14827
"Ginger Shirt [M]","0x1e025e58ad",23307
"Non-Photo Blue Skirt [L]","0x258eeaed4c",22228
"Granny Smith Apple Jeans [S]","0x8e422782ad",15780
"Dandelion Shirt [M]","0x81a59f4900",20329
"Ginger Shirt [M]","0x1e025e58ad",18207
"Atomic Tangerine Socks [M]","0x588fd63f4d",8771
"Turquoise Blue Jacket [L]","0x60990305ea",19102
"Atomic Tangerine Socks [M]","0xa4e4d8de3a",18547
"Gray (X11 Gray) Long coat [L]","0x154df9b29b",18962
"Cyan (Process) Hat [M]","0x258eeaed4c",17095
"Old Gold Hat [L]","0xfb034c46c1",12513
"Light Goldenrod Yellow Jeans [S]","0xb96647f9db",12903
"Ginger Shirt [M]","0xf5f1a2d7a1",17377
"Yellow (Ncs) Shirt [M]","0x7d6524093d",9046
"Trolley Grey Socks [M]","0xac0e64ef6d",16563
"Rubine Red Shorts [L]","0x908154d143",11425
"Non-Photo Blue Skirt [L]","0xccdaab3df",15544
"Hunter Green Bra [S]","0x9ed8567363",14654
"Rubine Red T-shirt [M]","0xafb8731d7a",20865
"Cerulean Frost Polo shirt [M]","0xa162de57a0",13070
"Air Force Blue (Raf) High heels [M]","0xa5683b629c",14712
"Lavender Mist Sunglasses [M]","0x781f644f6a",26211
"Cream High heels [M]","0x98aef4cc87",20397
"Hunter Green Bra [S]","0x75db0fca7f",22750
"Cornflower Blue Shoes [S]","0xf65adfc918",14787
"Green (Color Wheel) (X11 Green) Shorts [M]","0x19c149d20a",17084
"Azure Mist/Web High heels [S]","0x8983c586cd",18167
"Scarlet (Crayola) Cap [M]","0xac0e64ef6d",26635
"Verdigris Jacket [L]","0xa3aee93491",23012
"Verdigris Jacket [L]","0xff045e546e",14248
"Topaz Jeans [S]","0x6d64e1f2e9",6766
"Ginger Shirt [M]","0xb8e0ed4729",18483
"Ultramarine Shorts [S]","0x1ac42f766f",7594
"Light Goldenrod Yellow Jeans [S]","0x28f07af06e",24676
"Deep Chestnut Leather jackets [L]","0x685894f2ea",22453
"Dark Pastel Blue Skirt [M]","0x74b3ddfe6f",22136
"Mango Tango Coat [S]","0x558af38723",20921
"Carmine Red Leather jackets [L]","0xc16668ef5",5832
"Cream High heels [M]","0x4d0fd7215a",10637
"Green (Color Wheel) (X11 Green) Shorts [M]","0x19c149d20a",18650
"Cyan (Process) Hat [M]","0x8e7823bf96",15331
"Trolley Grey Hoodies [M]","0x60990305ea",12541
"Medium Candy Apple Red Shorts [S]","0xb8e0ed4729",9022
"Old Gold Hat [L]","0x8a4e48ba45",16033
"Beige Hat [L]","0xc016382ee4",15468
"Cornflower Blue Shoes [S]","0x8e7823bf96",14547
"Gray (X11 Gray) Long coat [L]","0xa6da349075",19005
"Light Apricot Bra [S]","0xa4e4d8de3a",15977
"Yellow (Ncs) Shirt [M]","0x29da281dbc",20420
"Vivid Violet Shoes [S]","0xe4148340b9",9962
"Medium Candy Apple Red Dress [S]","0xab64393a77",14242
"Carmine Red Leather jackets [L]","0x1e025e58ad",17179
"Cyan (Process) Hat [M]","0x6d64e1f2e9",14350
"Ginger Shirt [M]","0xa3aee93491",18107
"Deep Chestnut Leather jackets [L]","0x891f2812d8",28236
"Beige Hat [L]","0xc2ac2479e",25449
"Rubine Red T-shirt [M]","0x60990305ea",8386
"Non-Photo Blue Skirt [L]","0x7d6524093d",21604
"Dandelion Shirt [M]","0x35893ef22a",20631
"Medium Candy Apple Red Shorts [S]","0xa217d68d05",16814
"Rubine Red T-shirt [M]","0xc64444de22",18417
"Atomic Tangerine Socks [M]","0x39542ba2a3",17639
"Yellow (Process) Swimsuit [S]","0x558af38723",18657
"Mango Tango Coat [S]","0x685894f2ea",12723
"Pale Carmine Jacket [L]","0xd8f60733e8",17289
"Gray (X11 Gray) Long coat [L]","0x74b3ddfe6f",9826
"Hunter Green Bra [S]","0x588fd63f4d",17609
"Brilliant Rose Polo shirt [M]","0x35893ef22a",18141
"Hunter Green Bra [S]","0xb96647f9db",9185
"Turquoise Blue Jacket [L]","0x53c24954f4",20729
"Cerulean Frost Polo shirt [M]","0x53c24954f4",17248
"Hunter Green Bra [S]","0x2dbd6f22f8",23535
"Cyan (Process) Hat [M]","0xc9a6b26133",11494
"Carmine Red Leather jackets [L]","0xd8f60733e8",15107
"Hunter Green Bra [S]","0x2bc2f9356e",15043
"Light Red Ochre Leather jackets [M]","0xa3b46322aa",19469
"Gray (X11 Gray) Long coat [L]","0x829543e794",8143
"Old Gold Hat [L]","0xc64444de22",13524
"Baby Blue Jeans [M]","0x132b20672a",18827
"Cyan (Process) Hat [M]","0x8e7823bf96",17900
"Yellow (Ncs) Shirt [M]","0xccdaab3df",20761
"Antique White Flip-flops [S]","0x5b77dc81f2",17706
"Antique White Flip-flops [S]","0x303a57fa61",9575
"Medium Candy Apple Red Dress [S]","0x2acba8067e",20297
"Puce Flip-flops [S]","0xfb034c46c1",11689
"Turquoise Blue Jacket [L]","0x27757fbb37",12987
"Ultramarine Shorts [S]","0x829543e794",8013
"Trolley Grey Socks [M]","0x4b0cf7415d",12086
"Dandelion Shirt [M]","0x2bc2f9356e",12696
"Lavender Mist Sunglasses [M]","0x5b77dc81f2",9149
"Tickle Me Pink Socks [L]","0x74b3ddfe6f",5455
"Yellow (Ncs) Shirt [M]","0xe8b88cf8ba",11716
"Tickle Me Pink Socks [L]","0x7f28556a08",25429
"Medium Candy Apple Red Dress [S]","0x154df9b29b",20285
"Rubine Red Shorts [L]","0x3dca7592fe",11559
"Granny Smith Apple Jeans [S]","0xb8e0ed4729",21279
"Aurometalsaurus Cap [S]","0xa6da349075",23760
"Cyan (Process) Hat [M]","0x37f9a462e5",15111
"Mango Tango Coat [S]","0xc9a6b26133",14606
"Cyan (Process) Hat [M]","0x39542ba2a3",15703
"Light Apricot Bra [S]","0x7b55feed52",14987
"Gray (X11 Gray) Long coat [L]","0x132b20672a",20524
"Puce Flip-flops [S]","0xcd6fd0f129",17733
"Lavender Mist Sunglasses [M]","0x7b55feed52",14346
"Trolley Grey Socks [M]","0x8983c586cd",22370
"Deep Chestnut Leather jackets [L]","0xac0e64ef6d",11671
"Cream High heels [M]","0x8e7823bf96",13370
"Mango Tango Coat [S]","0x4209a8be49",18927
"Non-Photo Blue Skirt [L]","0xe067ea577f",7445
"Medium Candy Apple Red Dress [S]","0x39542ba2a3",10783
"Scarlet (Crayola) Cap [M]","0xafb8731d7a",20736
"Lavender Mist Sunglasses [M]","0x303a57fa61",14366
"Pink Pearl T-shirt [M]","0x3fff7447a6",9290
"Rubine Red Shorts [L]","0x1ac42f766f",10126
"Granny Smith Apple Jeans [S]","0x891f2812d8",22453
"Vivid Violet Shoes [S]","0x39542ba2a3",10107
"Cyan (Process) Hat [M]","0x8a4e48ba45",14526
"Deep Chestnut Leather jackets [L]","0x21361b72c1",19937
"Topaz Jeans [S]","0x7701d7538",14593
"Fallow T-shirt [S]","0x96ae70b807",20506
"Dark Pastel Blue Skirt [M]","0x558af38723",11934
"Azure Mist/Web High heels [S]","0xed3b6e1cf3",25109
"Cornflower Blue Shoes [S]","0x37f9a462e5",18149
"Dark Pastel Blue Skirt [M]","0x4b0cf7415d",18596
"Yellow (Process) Swimsuit [S]","0xa4e4d8de3a",19324
"Granny Smith Apple Jeans [S]","0x81a59f4900",21677
"Non-Photo Blue Skirt [L]","0xc64444de22",17279
"Aurometalsaurus Cap [S]","0xa3aee93491",13684
"Baby Blue Jeans [M]","0xc2ac2479e",15601
"Antique White Flip-flops [S]","0x60990305ea",12448
"Rubine Red T-shirt [M]","0xac0e64ef6d",15182
"Beige Hat [L]","0xe067ea577f",25497
"Cyan (Process) Hat [M]","0xc16668ef5",16210
"Mango Tango Coat [S]","0xafb8731d7a",20292
"Ecru Flip-flops [L]","0x39542ba2a3",17837
"Light Goldenrod Yellow Jeans [S]","0x29da281dbc",16595
"Scarlet (Crayola) Cap [M]","0x5d181799c1",16684
"Gray (X11 Gray) Long coat [L]","0xff045e546e",16923
"Gray (X11 Gray) Long coat [L]","0x2314546188",17455
"Yellow (Process) Swimsuit [S]","0xe067ea577f",25552
"Turquoise Blue Jacket [L]","0xc016382ee4",11834
"Mango Tango Coat [S]","0x891f2812d8",27359
"Gray (X11 Gray) Long coat [L]","0x2dbd6f22f8",13452
"Ultramarine Shorts [S]","0x58cb9f3c49",27740
"Ginger Shirt [M]","0x8e422782ad",24537
"Mango Tango Coat [S]","0xb96647f9db",18953
"Antique White Flip-flops [S]","0xa6da349075",11023
"Scarlet (Crayola) Cap [M]","0xa217d68d05",20310
"Light Goldenrod Yellow Jeans [S]","0x9f5cc84ce7",16290
"Puce Flip-flops [S]","0xa6da349075",19108
"Lavender Mist Sunglasses [M]","0x58cb9f3c49",21183
"Light Red Ochre Leather jackets [M]","0x558af38723",23609
"Hunter Green Bra [S]","0x98aef4cc87",22481
"Ecru Flip-flops [L]","0x60990305ea",16805
"Vivid Violet Shoes [S]","0xded2548c77",22462
"Granny Smith Apple Jeans [S]","0xab64393a77",11986
"Trolley Grey Socks [M]","0x4209a8be49",13387
"Brilliant Rose Polo shirt [M]","0x258eeaed4c",15573
"Rubine Red T-shirt [M]","0x258eeaed4c",8995
"Mango Tango Coat [S]","0x53c24954f4",3985
"Cream High heels [M]","0xccdaab3df",23654
"Tickle Me Pink Socks [L]","0x558af38723",10754
"Ultramarine Shorts [S]","0x2314546188",8200
"Beige Hat [L]","0x258eeaed4c",15423
"Green (Color Wheel) (X11 Green) Shorts [M]","0x3fff7447a6",11747
"Azure Mist/Web High heels [S]","0x24adc3fb76",16703
"Cornflower Blue Shoes [S]","0x74b3ddfe6f",23552
"Baby Blue Jeans [M]","0x75db0fca7f",29077
"Scarlet (Crayola) Cap [M]","0x8983c586cd",16458
"Mango Tango Coat [S]","0xe4148340b9",9275
"Trolley Grey Hoodies [M]","0x35893ef22a",14945
"Dark Pastel Blue Skirt [M]","0x908154d143",23518
"Puce Flip-flops [S]","0x27757fbb37",5397
"Brilliant Rose Polo shirt [M]","0x19c149d20a",25148
"Rubine Red T-shirt [M]","0x891f2812d8",17546
"Ecru Flip-flops [L]","0x303a57fa61",11154
"Pakistan Green Scarf [S]","0xe4148340b9",14751
"Green (Color Wheel) (X11 Green) Shorts [M]","0x4d0fd7215a",11531
"Puce Flip-flops [S]","0x908154d143",12138
"Scarlet (Crayola) Cap [M]","0x2acba8067e",17110
"Cornflower Blue Shoes [S]","0x132b20672a",12316
"Pink Pearl T-shirt [M]","0x19c149d20a",24651
"Light Apricot Bra [S]","0x60990305ea",9529
"Pink Pearl T-shirt [M]","0x781f644f6a",17944
"Dark Pastel Blue Skirt [M]","0x21361b72c1",9106
"Yellow (Ncs) Shirt [M]","0xa312188dbf",20489
"Dark Pastel Blue Skirt [M]","0x81a59f4900",12913
"Carmine Red Leather jackets [L]","0x9ed8567363",6803
"Green (Color Wheel) (X11 Green) Shorts [M]","0x24adc3fb76",14845
"Rubine Red T-shirt [M]","0xa162de57a0",13786
"Atomic Tangerine Socks [M]","0x68c055f3ba",25683
"Pale Carmine Jacket [L]","0x68c055f3ba",20108
"Non-Photo Blue Skirt [L]","0x89cdf9f991",15962
"Deep Chestnut Leather jackets [L]","0x2e5a488b01",18199
"Carmine Red Leather jackets [L]","0x2bc2f9356e",11312
"Atomic Tangerine Socks [M]","0xf65adfc918",8705
"Mango Tango Coat [S]","0x8983c586cd",10500
"Baby Blue Jeans [M]","0x19c149d20a",25686
"Pakistan Green Scarf [S]","0xe8b88cf8ba",9600
"Granny Smith Apple Jeans [S]","0xc016382ee4",10207
"Light Goldenrod Yellow Jeans [S]","0x2dbd6f22f8",17711
"Lavender Mist Sunglasses [M]","0x4b0cf7415d",17371
"Trolley Grey Socks [M]","0xa104590b85",20068
"Non-Photo Blue Skirt [L]","0xc9a6b26133",7647
"Beige Hat [L]","0xe4148340b9",5279
"Beige Hat [L]","0x9ed8567363",10898
"Vivid Violet Shoes [S]","0x74b3ddfe6f",17802
"Scarlet (Crayola) Cap [M]","0x4209a8be49",30225
"Ecru Flip-flops [L]","0x154df9b29b",17790
"Brilliant Rose Polo shirt [M]","0x85a5c84739",9184
"Gray (X11 Gray) Long coat [L]","0x24adc3fb76",8392
"Trolley Grey Socks [M]","0x96ae70b807",16200
"Fallow T-shirt [S]","0xb87f2e6cbe",23740
"Cyan (Process) Hat [M]","0xd0da004871",18605
"Vivid Violet Shoes [S]","0x303a57fa61",7431
"Rubine Red Shorts [L]","0x2314546188",21852
"Medium Candy Apple Red Dress [S]","0x382ad0ad71",13743
"Ginger Shirt [M]","0x891f2812d8",26605
"Pale Silver Polo shirt [M]","0xd2391cd11a",12001
"Aurometalsaurus Cap [S]","0xb8e0ed4729",24039
"Cerulean Frost Polo shirt [M]","0x81a59f4900",16712
"Cornflower Blue Shoes [S]","0xccdaab3df",15726
"Baby Blue Jeans [M]","0x53c24954f4",20551
"Light Apricot Bra [S]","0x2acba8067e",11073
"Ecru Flip-flops [L]","0xd0da004871",15856
"Aurometalsaurus Cap [S]","0xb72197b8ed",26624
"Dandelion Shirt [M]","0x3dca7592fe",12301
"Dandelion Shirt [M]","0xdec477cce8",15948
"Yellow (Ncs) Shirt [M]","0x908154d143",13770
"Light Apricot Bra [S]","0x8983c586cd",13234
"Scarlet (Crayola) Cap [M]","0xcd6fd0f129",10972
"Ecru Flip-flops [L]","0xa162de57a0",19632
"Ginger Shirt [M]","0xab64393a77",20955
"Light Red Ochre Leather jackets [M]","0xe067ea577f",14440
"Turquoise Blue Jacket [L]","0x8e7823bf96",15100
"Brilliant Rose Polo shirt [M]","0x5b77dc81f2",17668
"Azure Mist/Web High heels [S]","0x60990305ea",3517
"Tickle Me Pink Socks [L]","0xac0e64ef6d",19140
"Yellow (Ncs) Shirt [M]","0x685894f2ea",12752
"Non-Photo Blue Skirt [L]","0x38fe5ea333",11376
"Fallow T-shirt [S]","0xa5683b629c",16354
"Deep Chestnut Leather jackets [L]","0x4209a8be49",18357
"Tickle Me Pink Socks [L]","0xed3b6e1cf3",6505
"Fallow T-shirt [S]","0x98aef4cc87",15079
